l2,lr,gcn_hidden_feats,classifier_hidden_feats,rmse,r2,mae,type,split,model,seed
1e-08,0.0031622776601683794,"(128, 128)",64,0.22340729849448335,0.9698404566906389,0.17577545,tr,random,gcn,0
1e-08,0.0031622776601683794,"(128, 128)",64,0.876600572707807,0.24037208945473898,0.7275406,va,random,gcn,0
1e-08,0.0031622776601683794,"(128, 128)",64,1.7909314916853063,-1.0555194153356453,1.4579101,te,random,gcn,0
