Smiles,DNNscore
CS(=O)(=O)c1ccc(-c2ccc(NC(=O)C3CCCC3)cc2)nn1,-7.887112617492676
CCC[C@H](C)NC(=O)c1ccc(NC(=O)CC)cc1,-7.758464813232422
C[C@@H](C(=O)NC1CCCCC1)[NH+]1CCN(c2ccccc2F)CC1,-7.497849941253662
CCCC(=O)Nc1ccc(C(=O)N2CCC(C)CC2)cc1,-7.598006725311279
Cc1cccc(N2CCN(C(=O)[C@H]3CCCN(c4nc5ccccc5[nH]4)C3)C[C@@H]2C)c1,-8.162091255187988
O=C(NCc1ccc(C[NH+]2CCCCC2)cc1)C(=O)Nc1ccc(F)cc1,-7.823840618133545
Cc1cc(NC(=O)N2CCC[C@@H]2c2ccccc2C)ccc1Br,-7.740620136260986
CC(C)C(=O)Nc1c(C(=O)NC(C)(C)C)oc2ccccc12,-7.6435089111328125
O=C(CC1CCCC1)Nc1c(C(=O)N2CCOCC2)oc2ccccc12,-7.775275230407715
C[NH+]1CCN(C(=O)c2oc3ccccc3c2NC(=O)Cc2ccc(F)cc2)CC1,-8.8057222366333
O=C(NC1CCN(c2ccccc2C(=O)N2CC[NH+](C3CCCCCC3)CC2)CC1)c1cc(F)cc(F)c1,-7.288625717163086
O=C(N[C@H]1CCCc2ccccc21)[C@H](C1CCCC1)[NH+]1CCN(C(=O)CCc2ccccc2)CC1,-8.293716430664062
O=C(CCC[C@@H]1[C@H]2CCC[N@H+]3CCC[C@@H](CN1C(=O)c1cccnc1)[C@@H]23)NCc1cc[nH+]cc1,-7.935745716094971
O=C(CCC[C@@H]1[C@H]2CCC[N@H+]3CCC[C@@H](CN1C(=O)c1cccnc1)[C@@H]23)NCCc1nc2ccccc2[nH]1,-8.442239761352539
O=C(NCCCc1nc2ccccc2n1CCC1CCCCC1)C1CCCCC1,-7.48684024810791
Cc1ccc(NC(=O)NC2CCN(c3ccccc3C(=O)N3CC[NH+](C4CCCCCC4)CC3)CC2)cc1,-7.321893215179443
COc1ccc([C@H](CC[NH2+]Cc2ccccc2)[C@H]2CCOC(C)(C)C2)cc1,-7.761580944061279
O=C(CCS(=O)(=O)Cc1ccccc1)NC1CCCCC1,-7.599726676940918
Cn1c(=O)cc(SCC(=O)NCCC2=CCCCC2)c2ccc(Cl)cc21,-8.157617568969727
Cc1ccc(CNC(=O)CCSCc2ccccc2C)cc1,-8.1041841506958
CC(=O)c1ccc(NC(=O)c2cnc(N3CCCC3)nc2C)cc1,-7.566266059875488
Cc1ccc(C(=O)Nc2ccc(CC(=O)[O-])cc2)o1,-7.603004455566406
CCC[NH+](CCC)[C@@H]1Sc2ccc(C(=O)OC)cc2NC1=O,-7.647335529327393
CCCn1c(=S)[nH]c2cc(C(=O)N3CC[NH+](C4CCCCC4)CC3)ccc2c1=O,-7.3604326248168945
O=C(NC[C@H]1CCCO1)[C@H]1CC(=O)N(C2CCCC2)C1,-7.757872581481934
Cc1nc(NC[C@@H]2CCCO2)nc2c1C(=O)CC(C)(C)C2,-7.353492736816406
O=C(CCC1CCCCC1)Nc1nnc(C(F)(F)F)s1,-7.501352310180664
CCC(=O)Nc1cc(C(=O)[O-])ccc1Sc1ccc(C)cc1,-7.5443034172058105
COc1ccc2nc(NC(=O)CCN3C(=S)NC(C)(C)C[C@@H]3C)sc2c1,-7.296918869018555
C[C@@H](CCc1ccccc1)NC(=O)CN1C(=O)NC2(CCCCC2)C1=O,-8.105823516845703
O=C(CCN1C(=O)[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1=O)Nc1ccccc1F,-7.6040120124816895
CC1=C(C(=O)Nc2cccc(C(=O)NCc3ccccc3C)c2)SCCO1,-8.198023796081543
COc1ccc2[nH]c3c([O-])n(CCCC(=O)N[C@@H]4CCCC[C@H]4C)c(=S)nc3c2c1,-7.735504150390625
CC[NH+]1CCN(CCNC(=O)c2ccc(C[S@@](=O)c3ccc(Br)cc3)o2)CC1,-8.86374568939209
COC(=O)[C@@H](C(=O)NC[C@H]1CCCO1)C1CCCC1,-7.759770393371582
COc1ccc(C[NH2+]CC[C@H](c2ccccc2)[C@@H]2CCOC(C)(C)C2)cc1,-7.804969310760498
CC(C)C[C@H](NC(=O)[C@H]1CC[C@H](C)CC1)C(=O)Nc1ccc2c(c1)OCCO2,-7.963350772857666
COC(=O)CCC/C=C1/SC[C@@H](NC(=O)c2ccccc2)[C@@H]1O,-7.346292495727539
Cc1ccc(-c2cn3c(n2)sc2cc(C(=O)NCCC4=CCCCC4)ccc23)cc1,-8.163612365722656
CCCC(=O)Nc1ccc(C(=O)NCCCn2ccnc2)cc1,-7.419771194458008
CCC[C@@H](C)NC(=O)[C@@H]1CC(=O)N(CCc2ccc(F)cc2)C1,-8.15104866027832
C=CCC(CC=C)(NC(=O)c1cccc(C)c1)c1ccccc1,-7.999300956726074
COc1ccc(CNC(=O)c2ccc(N3CCCC3)c(NC(=O)NCc3ccc(C)cc3)c2)cc1,-7.596244812011719
O=C(CSCc1ccc(F)cc1)NC1CCCC1,-7.675704002380371
O=C(NC1CCCCC1)c1ccc(CSc2nc3cccnc3n2Cc2cccc(F)c2)cc1,-8.015625
CCN(CC)c1cc(C)c2cc(NC(=O)[C@H]3CC[C@@H](C)CC3)ccc2[nH+]1,-7.322386741638184
COCCNC(=O)CSc1c2c(nc3ccc(Cl)cc13)CCCC2,-7.556252956390381
CC1CCN(C(=O)Cn2cc(SCC(=O)NC[C@H]3CCCO3)c3ccccc32)CC1,-8.284258842468262
CCOC(=O)C[C@H]1C(=O)NCC[N@H+]1C1CCCC1,-7.323551177978516
COc1ccccc1NC(=O)CC[N@@H+]1C[C@H](C)O[C@H](C)C1,-7.387148857116699
O=C([O-])c1ccc(NCc2nc3ccccc3n2CCOc2ccccc2Cl)cc1,-7.305352687835693
O=C(NC1CCCCC1)c1ccc(Cn2c(SCc3ccccc3F)nc3cccnc32)cc1,-8.038567543029785
Cc1ccc(C(C)C)c(OCC(=O)NCC2(N3CCOCC3)CCCCC2)c1,-7.610040664672852
CC1=C(C(=O)OCC2CCCCC2)[C@@H](c2cccc(F)c2F)CC(=O)N1,-7.766406059265137
CC(C)C(=O)Nc1c(C(=O)N2CCN(c3ccccc3F)CC2)oc2ccccc12,-7.629218578338623
O=C(NCC[NH+]1CCCC1)c1ccc2c(c1)N(Cc1cccc(Cl)c1)C(=O)c1ccccc1S2(=O)=O,-7.908402442932129
Cc1ccc(C[NH+]2CCC(CNC(=O)c3cc4ccc5cccnc5c4[nH]3)CC2)cc1,-8.868171691894531
O=C(CCN1C(=O)[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1=O)NC1CCCCC1,-7.652101039886475
