seed,FP_type,split_type,type,rmse,mae,r2
0,ECFP4,random,tr,0.5805430491812534,0.4331622,0.8104148110750138
0,ECFP4,random,va,0.8925243336435049,0.6847338,0.3741467508508307
0,ECFP4,random,te,1.1375818286010486,0.85338235,0.21392858671664294
