Smiles,gcnscore
Cc1ccc(C(C(=O)NCCC(C)C)N(Cc2ccccc2Cl)C(=O)c2snc(C(N)=O)c2N)cc1,-7.678734302520752
N#CC1=C(N)C(C#N)(C#N)C(c2ccccc2)C2CSCC=C12,-6.602163314819336
CCCCC/C=C/C(=O)N(C(C(=O)NC1CCCCC1)c1ccc(O)cc1)C(C)(C)C,-4.629210948944092
O=C1CC(NCc2cccc(C(F)(F)F)c2)C(=O)N1c1ccc(N2C(=O)CC(NCc3cccc(C(F)(F)F)c3)C2=O)cc1,-9.6277437210083
C=CCOc1ccc(C(=O)NNC(=S)[N-]C(=O)c2cc(Br)ccc2OCCOC)cc1,-8.261568069458008
CCOc1ccc(OCC(=O)Nc2scc(-c3ccc(CC)cc3)c2C(=O)OC)cc1,-8.497732162475586
COC(=O)c1c(NC(=O)C2CCOC2)c2cc(NC(C)CC(C)(C)O)cnc2n1CCc1ccccc1,-7.938798427581787
Cc1cc(O)c(-c2[nH]nc3c2C(c2cccc(OCCC(C)C)c2)N(Cc2cccnc2)C3=O)cc1Cl,-8.619020462036133
CCCN(CCC)c1ccc(C2C3=C(O)CC(C)(C)C=C3NC(C)=C2C(=O)OCC)cc1,-4.129016876220703
O=C(CSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)NCC(=O)Nc1ccc(F)c(F)c1F,-7.55993127822876
[NH3+]CC1CCCCC1Nc1ccc(C(=O)NC2CC2)cc1,-7.2512593269348145
CC[NH+](CC)CCCNC(=S)N(Cc1ccc(N(C)C)cc1)Cc1ccco1,-7.842717170715332
CCC(CC(N)=[NH2+])NS(=O)(=O)c1ccc(F)cc1C,-7.343427658081055
COCCSc1nnc(NC(=O)CSc2n[nH]c(N/N=C(\C)c3ccncc3)n2)s1,-6.611795425415039
Cc1ccccc1OCC(=O)NNC(=S)NC(=O)c1cc(Br)ccc1OCCC(C)C,-7.760262966156006
CCC(C(=O)Nc1nnc(CC(C)C)s1)n1c(N)nnc1SCCc1ccccc1,-7.132140636444092
Cc1cccc(C(N[NH3+])c2ccccc2C(F)(F)F)c1C,-7.293915748596191
O=C(CCNC(=O)NCc1ccccc1)Nc1nc2c(s1)CN(Cc1ccccc1)CC2,-7.977261066436768
C/C(=N\Nc1nnc(SCC(=O)NC(C)c2ccccc2)n1N)c1ccc(F)cc1,-7.431145668029785
