FP_type,split_type,type,num_of_compounds,n_estimators,max_depth,min_samples_leaf,min_impurity_decrease,max_features,rmse,r2,mae
ECFP4,random,tr,1400,1,7,8,0.002671579425049063,4,1.2842414773221857,0.017203395133106203,0.9785245554548013
ECFP4,random,tr,1400,1,7,8,0.002671579425049063,4,1.4389230878818922,-2.103546412279833e-05,1.04547426500341
ECFP4,random,tr,1400,1,7,8,0.002671579425049063,4,1.294442975103951,-0.01780013937111402,0.9766004962213092
