FP_type,split_type,type,num_of_compounds,rmse,r2,mae,seed
ECFP4,random,tr,1225,0.9292734436900064,0.5265067563486698,0.699209663504743,0
ECFP4,random,va,1225,0.9104930875729359,0.3452697283135573,0.7036471732293659,0
ECFP4,random,te,1225,1.2892252378748899,0.06779695643857431,0.8827458731202397,0
ECFP4,random,tr,1225,0.9039621319824973,0.5328665020208732,0.6622527769207525,1
ECFP4,random,va,1225,1.192300487357095,0.22482167767125627,0.9272183695730061,1
ECFP4,random,te,1225,1.22017440637025,0.12945837908782398,0.93550701599399,1
ECFP4,random,tr,1225,0.919064091617205,0.539622412177486,0.6773729901842676,2
ECFP4,random,va,1225,1.1216032357450303,0.1048523918722617,0.8505606443632697,2
ECFP4,random,te,1225,1.0955911172674455,0.2185719350828308,0.8036834078829493,2
ECFP4,random,tr,1225,0.9210028747181219,0.5088862100083669,0.690728288147987,3
ECFP4,random,va,1225,1.1511666295844887,0.2993639713562599,0.8222752624073452,3
ECFP4,random,te,1225,1.181940289806202,0.2730569724992854,0.8513601736796075,3
ECFP4,random,tr,1225,0.9243937568470129,0.5187713567052541,0.6843986421532532,4
ECFP4,random,va,1225,1.0730658212246342,0.29017018046592313,0.8179807904274087,4
ECFP4,random,te,1225,1.1138628568449827,0.31525564822741836,0.8610927906845286,4
ECFP4,random,tr,1225,0.9015969096548071,0.5304051258192066,0.6710830193369842,5
ECFP4,random,va,1225,1.2301614780045125,0.1802789215237125,0.8927311008542744,5
ECFP4,random,te,1225,1.2373572457009236,0.20118266254432104,0.930077885688432,5
ECFP4,random,tr,1225,0.9211493696666974,0.5270284141864966,0.6849768210026493,6
ECFP4,random,va,1225,1.1429062931134664,0.2449219930278832,0.8214737222638453,6
ECFP4,random,te,1225,1.0645620947983596,0.26201863901510625,0.7921074157306577,6
ECFP4,random,tr,1225,0.9187176031460779,0.5232068166819253,0.6860003374619533,7
ECFP4,random,va,1225,0.9787547702347933,0.29411197514944476,0.7567208691156853,7
ECFP4,random,te,1225,1.2988381910236042,0.18060685665862453,0.9692541939822764,7
ECFP4,random,tr,1225,0.9094241242996942,0.5451964091003556,0.6747277219816515,8
ECFP4,random,va,1225,1.2026394564144864,0.07836579023703205,0.9001512615956817,8
ECFP4,random,te,1225,1.1212835267063217,0.17149793412080339,0.8673841233501822,8
ECFP4,random,tr,1225,0.9342897107804349,0.5166301812352692,0.6909314798379342,9
ECFP4,random,va,1225,0.9848358677933974,0.27641030316628057,0.7774598017353687,9
ECFP4,random,te,1225,1.1713651199744273,0.2123053648951656,0.870540323296895,9
