FP_type,split_type,type,num_of_compounds,alpha,rmse,r2,mae
ECFP4,random,tr,1225,2.0480188750885024,0.9292734436900064,0.5265067563486698,0.699209663504743
ECFP4,random,va,1225,2.0480188750885024,0.9104930875729359,0.3452697283135573,0.7036471732293659
ECFP4,random,te,1225,2.0480188750885024,1.2892252378748899,0.06779695643857431,0.8827458731202397
