Smiles,dock_score,XGBscore
CS(=O)(=O)c1ccc(-c2ccc(NC(=O)C3CCCC3)cc2)nn1,-4.86950861322233,-6.3292413
CCC[C@H](C)NC(=O)c1ccc(NC(=O)CC)cc1,-5.33342640719131,-6.8129826
C[C@@H](C(=O)NC1CCCCC1)[NH+]1CCN(c2ccccc2F)CC1,-8.01625243025322,-6.8669133
CCCC(=O)Nc1ccc(C(=O)N2CCC(C)CC2)cc1,-6.91919048325986,-6.903035
Cc1cccc(N2CCN(C(=O)[C@H]3CCCN(c4nc5ccccc5[nH]4)C3)C[C@@H]2C)c1,-9.22263793208001,-7.003975
O=C(NCc1ccc(C[NH+]2CCCCC2)cc1)C(=O)Nc1ccc(F)cc1,-8.10101133459431,-7.1890144
Cc1cc(NC(=O)N2CCC[C@@H]2c2ccccc2C)ccc1Br,-8.41224389766461,-6.572165
CC(C)C(=O)Nc1c(C(=O)NC(C)(C)C)oc2ccccc12,-7.03106927286295,-6.302846
O=C(CC1CCCC1)Nc1c(C(=O)N2CCOCC2)oc2ccccc12,-8.75226273234641,-7.4487505
C[NH+]1CCN(C(=O)c2oc3ccccc3c2NC(=O)Cc2ccc(F)cc2)CC1,-9.81517560558378,-8.487579
O=C(NC1CCN(c2ccccc2C(=O)N2CC[NH+](C3CCCCCC3)CC2)CC1)c1cc(F)cc(F)c1,-6.4264599342249,-5.2814074
O=C(N[C@H]1CCCc2ccccc21)[C@H](C1CCCC1)[NH+]1CCN(C(=O)CCc2ccccc2)CC1,-8.39772167477053,-8.108981
O=C(CCC[C@@H]1[C@H]2CCC[N@H+]3CCC[C@@H](CN1C(=O)c1cccnc1)[C@@H]23)NCc1cc[nH+]cc1,-8.39738509873555,-7.2562766
O=C(CCC[C@@H]1[C@H]2CCC[N@H+]3CCC[C@@H](CN1C(=O)c1cccnc1)[C@@H]23)NCCc1nc2ccccc2[nH]1,-9.97534418195956,-7.3442464
O=C(NCCCc1nc2ccccc2n1CCC1CCCCC1)C1CCCCC1,-8.77687855962953,-6.9676433
Cc1ccc(NC(=O)NC2CCN(c3ccccc3C(=O)N3CC[NH+](C4CCCCCC4)CC3)CC2)cc1,-7.50862512363841,-4.942911
COc1ccc([C@H](CC[NH2+]Cc2ccccc2)[C@H]2CCOC(C)(C)C2)cc1,-8.15831822940417,-8.531594
O=C(CCS(=O)(=O)Cc1ccccc1)NC1CCCCC1,-6.26299085047588,-7.6720805
Cn1c(=O)cc(SCC(=O)NCCC2=CCCCC2)c2ccc(Cl)cc21,-8.71245986690512,-7.9295397
Cc1ccc(CNC(=O)CCSCc2ccccc2C)cc1,-7.21003631138042,-7.760589
CC(=O)c1ccc(NC(=O)c2cnc(N3CCCC3)nc2C)cc1,-5.3654789605968,-6.042489
Cc1ccc(C(=O)Nc2ccc(CC(=O)[O-])cc2)o1,-6.1117526989742,-7.2664275
CCC[NH+](CCC)[C@@H]1Sc2ccc(C(=O)OC)cc2NC1=O,-6.30719387085282,-7.354278
CCCn1c(=S)[nH]c2cc(C(=O)N3CC[NH+](C4CCCCC4)CC3)ccc2c1=O,-5.40289058899944,-6.629614
O=C(NC[C@H]1CCCO1)[C@H]1CC(=O)N(C2CCCC2)C1,-7.48788188773086,-8.388556
Cc1nc(NC[C@@H]2CCCO2)nc2c1C(=O)CC(C)(C)C2,-7.30938408410514,-7.6249595
O=C(CCC1CCCCC1)Nc1nnc(C(F)(F)F)s1,-7.03070186333915,-6.813505
CCC(=O)Nc1cc(C(=O)[O-])ccc1Sc1ccc(C)cc1,-6.73484053587515,-8.000127
COc1ccc2nc(NC(=O)CCN3C(=S)NC(C)(C)C[C@@H]3C)sc2c1,-6.54353208322936,-7.0773144
C[C@@H](CCc1ccccc1)NC(=O)CN1C(=O)NC2(CCCCC2)C1=O,-8.50701681237417,-8.239807
O=C(CCN1C(=O)[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1=O)Nc1ccccc1F,-7.6049276235813,-7.1377196
CC1=C(C(=O)Nc2cccc(C(=O)NCc3ccccc3C)c2)SCCO1,-8.97660335533496,-8.395694
COc1ccc2[nH]c3c([O-])n(CCCC(=O)N[C@@H]4CCCC[C@H]4C)c(=S)nc3c2c1,-6.37045145615741,-8.452668
CC[NH+]1CCN(CCNC(=O)c2ccc(C[S@@](=O)c3ccc(Br)cc3)o2)CC1,-10.6149202380198,-7.1720324
COC(=O)[C@@H](C(=O)NC[C@H]1CCCO1)C1CCCC1,-7.34860624914107,-8.23508
COc1ccc(C[NH2+]CC[C@H](c2ccccc2)[C@@H]2CCOC(C)(C)C2)cc1,-8.76740409302106,-8.567457
CC(C)C[C@H](NC(=O)[C@H]1CC[C@H](C)CC1)C(=O)Nc1ccc2c(c1)OCCO2,-7.34668368786217,-6.88693
COC(=O)CCC/C=C1/SC[C@@H](NC(=O)c2ccccc2)[C@@H]1O,-8.02378769562073,-6.697547
Cc1ccc(-c2cn3c(n2)sc2cc(C(=O)NCCC4=CCCCC4)ccc23)cc1,-8.58184392202861,-8.278217
CCCC(=O)Nc1ccc(C(=O)NCCCn2ccnc2)cc1,-5.655492844235,-6.957379
CCC[C@@H](C)NC(=O)[C@@H]1CC(=O)N(CCc2ccc(F)cc2)C1,-8.33288997969284,-7.9160895
C=CCC(CC=C)(NC(=O)c1cccc(C)c1)c1ccccc1,-6.60343141221009,-8.6361065
COc1ccc(CNC(=O)c2ccc(N3CCCC3)c(NC(=O)NCc3ccc(C)cc3)c2)cc1,-9.83550147356413,-7.898392
O=C(CSCc1ccc(F)cc1)NC1CCCC1,-6.68104813796457,-7.848747
O=C(NC1CCCCC1)c1ccc(CSc2nc3cccnc3n2Cc2cccc(F)c2)cc1,-7.10189916636284,-8.091829
CCN(CC)c1cc(C)c2cc(NC(=O)[C@H]3CC[C@@H](C)CC3)ccc2[nH+]1,-7.04647437425916,-5.750923
COCCNC(=O)CSc1c2c(nc3ccc(Cl)cc13)CCCC2,-8.28173210691908,-8.367079
CC1CCN(C(=O)Cn2cc(SCC(=O)NC[C@H]3CCCO3)c3ccccc32)CC1,-8.48527821605255,-7.669108
CCOC(=O)C[C@H]1C(=O)NCC[N@H+]1C1CCCC1,-5.39480037240498,-7.003093
COc1ccccc1NC(=O)CC[N@@H+]1C[C@H](C)O[C@H](C)C1,-6.68136495940516,-7.0694346
O=C([O-])c1ccc(NCc2nc3ccccc3n2CCOc2ccccc2Cl)cc1,-7.21124680543372,-7.4740753
O=C(NC1CCCCC1)c1ccc(Cn2c(SCc3ccccc3F)nc3cccnc32)cc1,-7.90929992308762,-7.5147023
Cc1ccc(C(C)C)c(OCC(=O)NCC2(N3CCOCC3)CCCCC2)c1,-7.69170249493892,-7.846149
CC1=C(C(=O)OCC2CCCCC2)[C@@H](c2cccc(F)c2F)CC(=O)N1,-7.66374269358132,-7.663242
CC(C)C(=O)Nc1c(C(=O)N2CCN(c3ccccc3F)CC2)oc2ccccc12,-7.82128110621371,-7.3259416
O=C(NCC[NH+]1CCCC1)c1ccc2c(c1)N(Cc1cccc(Cl)c1)C(=O)c1ccccc1S2(=O)=O,-7.87023749902265,-8.990899
Cc1ccc(C[NH+]2CCC(CNC(=O)c3cc4ccc5cccnc5c4[nH]3)CC2)cc1,-8.87162981334717,-8.651272
O=C(CCN1C(=O)[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1=O)NC1CCCCC1,-6.69761062596255,-6.6573944
CCOc1ccc(NC(=O)CCN2C(=S)NC(C)(C)C[C@@H]2C)cc1,-5.5478850011698,-6.2632895
Cc1ccc(OCC(=O)NCC2([NH+]3CCN(C)CC3)CCCCC2)cc1C,-7.31186874666873,-7.2985067
CCc1nc2ccc(C(=O)NCCCN3CCN(c4ccccc4F)CC3)cc2nc1CC,-10.5785056089854,-7.7688036
CCOc1ccc(-c2nc(CSCC(=O)N[C@@H]3CCC[C@H](C)[C@H]3C)c(C)o2)cc1,-8.84077584293052,-6.252693
O=C(Nc1ccccc1)N1CCC[C@@H]1c1cccs1,-7.27304973387301,-5.810818
O=C(Nc1c(C(=O)N2CCN(c3ccccc3)CC2)oc2ccccc12)c1ccccc1F,-9.07017786609303,-6.7504106
O=C(NC1CCCCCC1)[C@@H]1[C@@H]2C=C[C@@]3(CN(Cc4cccnc4)C(=O)[C@H]13)O2,-7.24734257580914,-7.4525313
O=C(CCN1C(=O)[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1=O)Nc1c(F)cc(F)cc1Br,-7.55454466046971,-7.226182
CC[C@@H](C)NC(=O)Cn1ccc2c(C)nn(C)c2c1=O,-7.22590541843762,-7.2247634
CC(C)CCC(=O)N1CCC2(CC1)C[C@](C)(O)CCO2,-6.41710266758753,-7.2272005
O=C(c1n[nH]c2ccccc12)N1C[C@H](CO)C2(CC[NH2+]CC2)C1,-8.69896458669696,-6.853694
CC[NH+]1CCN(CCCNC(=O)c2cc3cn(C4CC4)cc3s2)CC1,-6.6101197240609,-7.217864
CCOC(=O)C1=C(CN2CCN(C(=O)NC(C)(C)C)[C@H](C)C2)N(C)C(=O)N[C@H]1c1ccc(Cl)cc1Cl,-6.69681144922467,-7.6263638
Cc1ccc(C)c(NC(=O)N2CCN(c3nc(N4CCCC4)cc(C)[nH+]3)CC2)c1,-6.86319544365381,-6.233373
O=C(CCc1ccc2nc[nH]c2c1)Nc1ccc(F)cc1,-8.23757353491532,-8.060509
N#Cc1ccc(C(=O)N(CCC(=O)N2CC[NH2+]CC2)C[C@H]2CCCO2)cc1,-8.1036812231758,-7.159732
O=C([O-])CSc1c2c(nc3cc(C(=O)Nc4cccc(Cl)c4)ccc13)CCC2,-8.52394956111586,-8.369891
NC(=O)[C@@H]1C[N@@H+](C2CCSCC2)C[C@H]1COc1ccccc1,-9.04342333018892,-6.630811
O=C1CC[C@]2(C(=O)NCCN3CCOCC3)CCC=C2N1C1CCCC1,-6.53064442721859,-7.859812
Cc1cnn(CCC(=O)N2CCC([N@H+]3CC(F)(F)C[C@H]3CO)CC2)c1,-7.62891069577694,-7.3129344
CN1C(=O)c2ccccc2CC[C@H]1C(=O)NC1CCCC1,-7.14353322492411,-7.6685524
O=C([O-])c1cccnc1SCC(=O)N1CCCCCC1,-4.27047500763997,-5.688397
CC(C)CC(=O)N[C@H]1CC[C@@H](NC(=O)CC(C)C)CC1,-5.71760960452772,-6.81363
O=c1c2ccccc2[nH]c(=S)n1CCC1=CCCCC1,-7.12389049390312,-7.6057544
CCc1[nH+]c(CC(C)C)nc(N2CCN(C(=O)NC(C)(C)C)CC2)c1Cc1ccc(C)cc1,-5.79457568147184,-6.3716702
COc1ccc(C(=O)N2CCOc3ccc(CCC(=O)NC4CC4)cc3C2)cn1,-6.47946760209593,-8.3428755
CCN1C(=O)CC[C@]2(C(=O)NCCCn3cccn3)CCCC=C12,-5.7183682077765,-7.1658034
Cc1ccccc1C(=O)Nc1ccc(C2(C(=O)NCCC(C)C)CC2)cc1,-7.77570722826801,-6.192252
CC(C)NC(=O)C1(c2cccc(C(F)(F)F)c2)CC1,-7.91471067264508,-7.4863276
CC(C)CCNC(=O)CCC(=O)N1C[C@@H]2CCCN2c2ccccc21,-7.26260720345203,-7.167381
CCc1ccc(NC(=O)N2CCC(c3ccn4ncc(C(=O)N5CCCCC5)c4c3)CC2)cc1,-8.20662829076774,-7.4036956
CO[C@@H]1CCC12CCN(C(=O)c1cc(-c3ccccc3C)n[nH]1)CC2,-7.75942184698244,-7.8489003
CC(=O)C1(c2ccccc2)CC[NH+]([C@@H](C)C(=O)NC(C)C)CC1,-8.3596078888654,-6.7900333
NC(=O)COC[C@@H]1CN(C(=O)CC2CCCCC2)C[C@H]1c1ccccn1,-9.918034743431,-6.1482306
O=C(NCCc1c[nH]c2ccccc12)C1CCN(c2ncnc3c2sc2cccc(F)c23)CC1,-8.66573193338577,-8.359406
COc1ccc(CN2Cc3cc(NC(=O)C4CCCC4)ccc3OCC2=O)c(OC)c1,-6.96192250660152,-6.9307218
CC(C)CNC(=O)[C@@H]1CCc2ccccc2C(=O)N1C,-6.58702745043823,-7.335805
CN1C(=O)c2ccccc2CC[C@@H]1CNC(=O)c1ccccc1,-7.46735402353877,-8.149628
CC1CCN(C(=O)c2cnn3ccc(C4CCN(C(=O)Nc5cccc(F)c5)CC4)cc23)CC1,-8.75278608231668,-7.280811
CC[NH+]1CCN(CCNC(=O)[C@@H]2CN(C(=O)c3ccccc3)CC23CCCCC3)CC1,-6.61846073985435,-7.6474915
C[NH+]1CCC(NC(=O)[C@@H]2CO[C@]3(CC[C@@H](C)CC3)N2C(=O)c2ccccc2F)CC1,-7.38216663856937,-7.4178386
CCc1nc(CC(C)C)nc(N2CCN(C(=O)NC(C)C)CC2)c1Cc1ccc(C)cc1,-6.18565652194006,-6.6345057
COC[C@@H]1[C@H](C(=O)NCCCN2CCCc3ccccc32)CCC[N@@H+]1C,-7.68772721543202,-7.2540917
CCOCC(=O)N1CC[C@H](CO)[C@H](NC(=O)C2CC2)C1,-5.59349005384245,-7.4242415
CNC(=O)CCC[C@@H]1[C@H]2CCC[N@@H+]3CCC[C@@H](CN1C(=O)C1CCC1)[C@@H]23,-2.54557040972372,-6.041186
CC(C)NC(=O)NC[C@H]1CCc2ccccc2C(=O)N1C,-5.6327827587346,-7.247152
O=C(NCc1ccc(F)cc1)C1CCN(c2cc(C(=O)N3CCCCC3)ccn2)CC1,-7.63417795108127,-7.988233
CNC(=O)N1CCC[C@@H](CCc2nnc(C3CCOCC3)o2)C1,-7.5483617426294,-7.463605
CC(C)CNC(=O)[C@@H](NC(=O)c1ccccc1Cl)C1CCN(C(=O)NC(C)(C)C)CC1,-8.57810373516881,-5.9657283
CNC(=O)c1noc([C@@H]2CC(F)(F)CN2Cc2ccc[nH]2)n1,-5.19101930271823,-7.325975
CCN1CC[NH+](CCCNC(=O)Cn2cc3c(n2)CCCC3)CC1,-7.32261811878088,-6.4768524
CC[C@H](C)NC(=O)[C@@H]1CC[C@H](c2ccc(F)cc2)[N@H+](Cc2ccccc2)C1,-7.44832482779462,-8.405871
CO[C@@H]1CCC12CCN(C(=O)c1c[nH]nc1C)CC2,-6.6464800910306,-6.688337
CCC(C)(C)c1nnc(NC(=O)CCC2CCCC2)s1,-5.8655669459239,-6.7825027
CC(C)CC[N@H+]1CC[C@H](CO)[C@H](NC(=O)C2CC2)C1,-7.26491401434456,-7.132953
O=C(CCC1CCCC1)N1CCCC[C@H]1c1nc(-c2ccncc2)n[nH]1,-7.89928336878098,-7.2658124
CC(C)n1cc2cc(C(=O)NCCCN3CCOCC3)sc2c1,-5.80323927733165,-7.2678075
O=C(NCCc1csc2c1CCCC2)Nc1ccc(Br)cc1F,-7.74250726903684,-8.490836
CNC(=O)N1CCC(c2nnc(C(=O)Nc3ccc(C)cc3)s2)CC1,-6.95873958838124,-6.2359695
CSc1cccc(NC(=O)N2CCC(OC3CC[NH+](Cc4ccccc4)CC3)CC2)c1,-6.43789503334974,-9.160181
Nc1ccc(C(=O)OCCCc2nc3ccc(N)cc3[nH]2)cc1,-6.9755691184279,-7.9196577
CC(=O)Nc1ccc(C(=O)N(CCC(=O)N2CC[NH2+]CC2)CC[N@@H+]2CCCC[C@H]2C)cc1,-8.41972470218528,-6.886942
O=C(NC[C@@H]1CCCO1)c1ccc(NC(=O)C2CC2)cc1N1CCCCCC1,-6.96051842360537,-7.449897
CCC(=O)Nc1cc(C(=O)[O-])ccc1N1CCC(CC[NH+]2CCOCC2)CC1,-5.80910400844009,-8.05785
O=C1CCC2(CCN(C(=O)c3nccc4ccccc34)CC2)N1,-8.23186741395816,-7.4619265
Cc1ccc(C(=O)N2CCC[C@H]3CCCC[C@H]32)c(C2CCN(C(=O)Nc3cccc(Cl)c3)CC2)n1,-8.18098695784273,-7.249891
CC1CCN(C(=O)c2cccc([C@@H]3CCCN(C(=O)NC(C)C)C3)c2)CC1,-8.89563940224178,-8.515415
COCCC(=O)NC[C@]12CCC=C1N(CC1CC1)C(=O)CC2,-6.4384643485022,-7.701383
CCOc1ccc2nc(N3CCC[C@H](C(=O)N[C@H](C)CCc4ccccc4)C3)sc2c1,-8.01638087720388,-7.5363207
COc1ccc(C(=O)N(Cc2ccccc2)[C@H]2CC[C@H](NC(=O)C3CCN(C(=O)C4CCCCC4)CC3)CC2)cc1,-6.88014396351053,-7.8540916
O=C(C[C@H]1CCN(C(=O)NCc2ccccc2)C1)NCc1ccncc1,-8.70298487193497,-7.682684
COc1cccc2c1OCC(C(=O)NCC[NH+](C)C)=C2,-7.63596991325926,-7.636187
O=C(C[C@@H]1CCCN(C(=O)Nc2cccc(F)c2)C1)N1CCN(c2ccccc2F)CC1,-8.59913752057791,-8.044098
CCC(=O)N1CCc2sc(C(=O)NCC[N@H+]3CCCC[C@H]3C)cc2C1,-8.07396410704354,-7.7072124
O=C(c1ccc2cc[nH]c2c1)N1CCC2(CC1)C[C@@H](CCOCC1CC1)CCO2,-9.76179657497218,-8.321006
CCN(CC)C(=O)c1cc(NC(=O)C2CCC2)ccc1N1CCCN(C(=O)NC(C)(C)C)CC1,0.699040024013986,-5.8680124
CCNC(=O)N1CC([N@@H+](CC(C)C)C2CC[NH+](C)CC2)C1,-5.41161127741626,-7.629697
CN1C(=O)c2ccccc2CC[C@@H]1C(=O)NCCCc1ccccc1,-7.9458293744614,-7.8421535
CN1C(=O)N[C@@H](c2ccc(F)cc2)[C@@H]2C(=O)N(CC(=O)N3CCN(c4ccccn4)CC3)C=C21,-8.26599044711022,-6.6871243
CC(C)c1noc([C@H]2C[C@H]3[C@@H](C2)C(=O)NCCCCCCN3C(=O)CC2CCCCC2)n1,-8.50394184172912,-7.6452556
COCCC[N@H+]1CCc2[nH]cnc2[C@@H]1C1CC[NH+](CC2CC2)CC1,-9.16692958184836,-7.014576
CCN1C(=O)CC[C@@]2(C(=O)NCCCOC(C)C)CCCC=C12,-5.27108582393908,-7.178245
CC(=O)Nc1ccc(C2(C(=O)N3CCC([NH+]4CCCCC4)CC3)CCCCC2)cc1,-3.94909116657951,-6.0887017
O=C(Nc1ccccc1)c1ccc(Nc2ncc(-c3cccc(F)c3)cn2)cc1,-7.24093405261139,-9.797769
Cc1ccc([C@H]2c3cc(OCC(=O)NC4CC4)ccc3CCN2C(=O)CC(C)C)cc1,-6.9309688484741,-7.2332454
CC[NH+](CC)CCCNC(=O)c1cc2c(s1)C[N@@H+](C1CCCC1)C2,-8.05169654412516,-7.985661
CC(C)CNC(=O)N1CC(c2noc([C@H]3CCC[N@@H+]3CC3CC3)n2)C1,-7.58845061731562,-7.573053
COC[C@H]1CN(C(=O)NCc2ccc(C)cc2)CC12CCOCC2,-7.20350200600555,-8.386117
CCCNC(=O)N1CCC[C@H]1c1nn(C)c2c1COCC2,-7.12680372970163,-6.978428
O=C(CCC[C@H]1[NH2+]C[C@@H]2C[C@H]1C[N@H+](Cc1ccccc1)C2)N1CC[NH+](C2CCCCC2)CC1,-9.69605394068466,-6.843284
CCNC(=O)N1CCC[C@@H](Cn2c(C)c[nH+]c2C2CC2)C1,-6.1417769918956,-7.2091427
CC[C@@]1(O)COC2(CN(C(=O)c3ncoc3-c3cccc(C)c3)C2)C1,-2.61897025340211,-8.419086
Cc1nc([C@H]2CC[N@H+](Cc3ccc[nH]3)C[C@H]2NC(=O)C2CCOCC2)n[nH]1,-5.45618449294283,-7.9135
Cc1ccc(C(=O)N[C@H]2C[C@@H]3CC[C@H]2C3)c(C2CCN(C(=O)c3cccc(Cl)c3)CC2)n1,-8.60164425492608,-8.243126
CC(=O)N1CCC([C@@H]2C[N@@H+](C3CCOCC3)C[C@H]2CO)CC1,-4.41844621608103,-7.4018745
