Smiles,DNNscore
CS(=O)(=O)c1ccc(-c2ccc(NC(=O)C3CCCC3)cc2)nn1,-7.343026638031006
CCC[C@H](C)NC(=O)c1ccc(NC(=O)CC)cc1,-6.80973482131958
C[C@@H](C(=O)NC1CCCCC1)[NH+]1CCN(c2ccccc2F)CC1,-6.78924560546875
CCCC(=O)Nc1ccc(C(=O)N2CCC(C)CC2)cc1,-5.814992427825928
Cc1cccc(N2CCN(C(=O)[C@H]3CCCN(c4nc5ccccc5[nH]4)C3)C[C@@H]2C)c1,-8.033181190490723
O=C(NCc1ccc(C[NH+]2CCCCC2)cc1)C(=O)Nc1ccc(F)cc1,-7.228424549102783
Cc1cc(NC(=O)N2CCC[C@@H]2c2ccccc2C)ccc1Br,-6.938169002532959
CC(C)C(=O)Nc1c(C(=O)NC(C)(C)C)oc2ccccc12,-6.927384853363037
O=C(CC1CCCC1)Nc1c(C(=O)N2CCOCC2)oc2ccccc12,-6.867239475250244
C[NH+]1CCN(C(=O)c2oc3ccccc3c2NC(=O)Cc2ccc(F)cc2)CC1,-7.523036956787109
O=C(NC1CCN(c2ccccc2C(=O)N2CC[NH+](C3CCCCCC3)CC2)CC1)c1cc(F)cc(F)c1,-6.512824535369873
O=C(N[C@H]1CCCc2ccccc21)[C@H](C1CCCC1)[NH+]1CCN(C(=O)CCc2ccccc2)CC1,-8.98172378540039
O=C(CCC[C@@H]1[C@H]2CCC[N@H+]3CCC[C@@H](CN1C(=O)c1cccnc1)[C@@H]23)NCc1cc[nH+]cc1,-7.009893894195557
O=C(CCC[C@@H]1[C@H]2CCC[N@H+]3CCC[C@@H](CN1C(=O)c1cccnc1)[C@@H]23)NCCc1nc2ccccc2[nH]1,-8.051248550415039
O=C(NCCCc1nc2ccccc2n1CCC1CCCCC1)C1CCCCC1,-6.7284088134765625
Cc1ccc(NC(=O)NC2CCN(c3ccccc3C(=O)N3CC[NH+](C4CCCCCC4)CC3)CC2)cc1,-6.291423320770264
COc1ccc([C@H](CC[NH2+]Cc2ccccc2)[C@H]2CCOC(C)(C)C2)cc1,-6.80265998840332
O=C(CCS(=O)(=O)Cc1ccccc1)NC1CCCCC1,-6.612726211547852
Cn1c(=O)cc(SCC(=O)NCCC2=CCCCC2)c2ccc(Cl)cc21,-7.816528797149658
Cc1ccc(CNC(=O)CCSCc2ccccc2C)cc1,-7.003044605255127
CC(=O)c1ccc(NC(=O)c2cnc(N3CCCC3)nc2C)cc1,-6.900923252105713
Cc1ccc(C(=O)Nc2ccc(CC(=O)[O-])cc2)o1,-6.504591464996338
CCC[NH+](CCC)[C@@H]1Sc2ccc(C(=O)OC)cc2NC1=O,-6.993411064147949
