Smiles,gcnscore
CC[NH+](CC)[C@@H](CNC(=O)CC(C)C)c1ccccc1Cl,-7.59351110458374
Cc1cc2c(cc1-c1ccnc3nc(-c4ccc(Cl)cc4)nn13)[C@H](C)CC(C)(C)N2,-8.17027473449707
CCCCN(C)c1c(-c2ccc3c(c2)OCC(=O)N3)c(=O)c1=O,-7.979557991027832
COc1cc2c(cc1OC)[C@@H](CC(=O)[O-])N(C(=O)Nc1cccc(Cl)c1)CC2,-8.275626182556152
O=C(CCC[C@@H]1[C@H]2CCC[N@H+]3CCC[C@@H](CN1C(=O)c1ccccc1)[C@@H]23)NCCc1[nH]c2ccccc2[nH+]1,-8.826217651367188
COc1cccc(N2CCN(C(=O)C[C@H]3CCOC4(CCN(C(=O)NC(C)C)CC4)C3)CC2)c1,-6.640711784362793
O=C(NC1CCCCC1)N1CCCCC[C@H]1C[NH+]1CCOCC1,-9.09456729888916
COc1cccc(C(=O)Nc2ccc(N3CCN(C(=O)Nc4ccccc4)CC3)c(C(=O)N3CCCC3)c2)c1,-8.154769897460938
CCNC(=O)N1CC[NH+]([C@H](C(=O)N(C)Cc2ccccc2)C2CCCC2)CC1,-7.3216352462768555
O=C(Nc1ccc(N2CCN(CC(=O)N3CCCC3)CC2)cc1C(=O)[O-])c1cccc(Cl)c1,-7.92074728012085
Cn1ccc(C(=O)N2CC3(C[C@@H](CC(=O)NCC4CC4)CO3)C2)n1,-6.470244407653809
Cc1ccc(OCc2nc(-c3ccc(C(=O)NCC[NH+]4CCCC4)cc3)oc2C)cc1,-8.621208190917969
CN1C(=O)N[C@H](c2ccc(Cl)cc2)C2=C1CN([C@H](Cc1ccccc1)C(=O)NCC[NH+]1CCCCC1)C2=O,-7.958454132080078
CC1(CNC(=O)CCCc2ccccc2)CCOCC1,-6.270273208618164
Cc1ncc(CO)c([C@H]2CCCN(C(=O)CCC3CCCCC3)C2)n1,-7.3676042556762695
O=C([O-])c1cccc(C(=O)N2CCc3[nH]cnc3[C@H]2C2CCN(C(=O)c3cn[nH]c3)CC2)c1,-8.014669418334961
CC(C)NC(=O)[C@@H]1CC2(CN(C(=O)C3(c4ccccc4)CC3)C2)C[N@H+]1C,-6.955195903778076
O=C(C[C@@H]1CCc2nnc(C3CCCC3)n2CC1)NCC[NH+]1CCCCC1,-9.444602966308594
CCN1CCN(CCNC(=O)[C@@H](C)N2C(=O)CCCc3ccccc32)CC1,-7.555734634399414
COc1ccc(C(=O)N2[C@H](C(=O)NCC(C)C)COC23CCN(C(=O)c2ccc(F)cc2)CC3)cc1,-8.013154983520508
CC(C)NC(=O)N1CCN(c2cccc(C(F)(F)F)c2)C(=O)[C@@H]1C,-7.709960460662842
O=C(NCC[NH+]1CCCCCC1)c1ccc2nc(CCc3ccccc3)oc2c1,-8.847711563110352
Cc1ncoc1C(=O)N1CCC2(CC1)CCC(O)(CN(C)C)CC2,-10.11361312866211
Cc1nc(-c2ccc(F)cc2)sc1C(=O)N1CCC([C@H](C)C(=O)NCc2cccnc2)CC1,-8.350757598876953
Cc1nc2cc(N3CCC(C(=O)NCCC4=CCCCC4)CC3)cnc2nc1C,-8.338443756103516
