seed,FP_type,split_type,type,rmse,mae,r2
0,ECFP4,random,tr,0.5530117134419578,0.4292905,0.8315913106460917
0,ECFP4,random,va,1.1534356068502851,0.8365793,0.35968680762552907
0,ECFP4,random,te,1.0838315563907885,0.8270846,0.19014265281687148
