Smiles,gcnscore
Cc1noc(C)c1CC(=O)NC[C@@H]1CN(CC(C)C)C(=O)CO1,-8.519707679748535
Cc1ccc(C(=O)NCCN2CC[C@H]([NH+]3CCCC3)C2=O)c(=O)[nH]1,-8.216261863708496
CCCNC(=O)N1CCC[C@H](c2nc(C3CCOCC3)no2)C1,-7.466039180755615
Cc1ccc(Nc2cc(N3CCN(C(=O)C4CCCCC4)CC3)nc(C)n2)cc1,-6.265064716339111
O=C(NC1CCCCC1)N1CCCCC[C@@H]1c1cccs1,-7.527595520019531
Cc1ccccc1N[C@@H]1SC(=O)N(CCC(=O)[O-])C1=O,-8.125991821289062
O=C(CCn1c(=S)oc2ccccc21)NCCC1=CCCCC1,-6.6419854164123535
C[C@]1(C(=O)NC2CCCCC2)Cn2c(cc3occc32)C(=O)N1CCC[NH+]1CCCCC1,-8.045781135559082
Cc1ccc(-c2ncn(C3CCCCC3)c2-c2ccc(C(=O)NCC[C@@H](C)[NH+]3CCCC3)o2)cc1,-6.5793046951293945
COCCCNC(=O)Cc1sc(C)nc1-c1cccs1,-7.068222999572754
O=C(Cc1c(F)cccc1Cl)NCC[NH+]1CCOCC1,-8.642426490783691
O=C(NCc1ccncc1)[C@@H]1CC(=O)N(C2CN(C(=O)CCC3CCCC3)C2)C1,-9.148662567138672
COc1ccc(N2C[C@@H](C(=O)N3CCC(C(=O)N4CCC(C(N)=O)CC4)CC3)CC2=O)cc1,-10.10761547088623
COCCNC(=O)Cn1c(=O)c(C)nc2cc(C)c(C)cc21,-8.853435516357422
CC(C)CCNC(=O)c1ccc(CN2C(=O)COc3ccccc32)o1,-7.5984578132629395
CC[C@H](C)NC(=O)CC1CCN(C(=O)c2sc(-c3ccc(F)cc3)nc2C)CC1,-8.058623313903809
COCCN1C(=O)CC[C@@H](C(=O)NCCC[N@H+]2CCc3ccccc3C2)[C@H]1C,-6.8189496994018555
Cc1ccccc1CN1C(=O)CSc2ccc(C(=O)NC3CCCC3)cc21,-7.767579078674316
CCOc1cc(C[N@H+]2CCC[C@@H]2c2ccc(Cl)cc2)ccc1OCC(N)=O,-8.07221508026123
COc1cc(O)ccc1C[NH+]1CCC2(CCC(=O)N(C)CC2)CC1,-7.7719573974609375
CC(C)NC(=O)c1[nH]cnc1C(=O)NCC1CC1,-5.478118896484375
