Smiles,DNNscore
CS(=O)(=O)c1ccc(-c2ccc(NC(=O)C3CCCC3)cc2)nn1,-6.488770961761475
CCC[C@H](C)NC(=O)c1ccc(NC(=O)CC)cc1,-4.9939398765563965
C[C@@H](C(=O)NC1CCCCC1)[NH+]1CCN(c2ccccc2F)CC1,-7.040709972381592
CCCC(=O)Nc1ccc(C(=O)N2CCC(C)CC2)cc1,-6.236519813537598
Cc1cccc(N2CCN(C(=O)[C@H]3CCCN(c4nc5ccccc5[nH]4)C3)C[C@@H]2C)c1,-7.233190059661865
O=C(NCc1ccc(C[NH+]2CCCCC2)cc1)C(=O)Nc1ccc(F)cc1,-6.389580249786377
Cc1cc(NC(=O)N2CCC[C@@H]2c2ccccc2C)ccc1Br,-6.344767093658447
CC(C)C(=O)Nc1c(C(=O)NC(C)(C)C)oc2ccccc12,-5.4319024085998535
O=C(CC1CCCC1)Nc1c(C(=O)N2CCOCC2)oc2ccccc12,-7.198319911956787
C[NH+]1CCN(C(=O)c2oc3ccccc3c2NC(=O)Cc2ccc(F)cc2)CC1,-7.691038608551025
O=C(NC1CCN(c2ccccc2C(=O)N2CC[NH+](C3CCCCCC3)CC2)CC1)c1cc(F)cc(F)c1,-6.889237880706787
O=C(N[C@H]1CCCc2ccccc21)[C@H](C1CCCC1)[NH+]1CCN(C(=O)CCc2ccccc2)CC1,-10.164999961853027
O=C(CCC[C@@H]1[C@H]2CCC[N@H+]3CCC[C@@H](CN1C(=O)c1cccnc1)[C@@H]23)NCc1cc[nH+]cc1,-6.952376842498779
O=C(CCC[C@@H]1[C@H]2CCC[N@H+]3CCC[C@@H](CN1C(=O)c1cccnc1)[C@@H]23)NCCc1nc2ccccc2[nH]1,-7.96441125869751
O=C(NCCCc1nc2ccccc2n1CCC1CCCCC1)C1CCCCC1,-6.983572483062744
Cc1ccc(NC(=O)NC2CCN(c3ccccc3C(=O)N3CC[NH+](C4CCCCCC4)CC3)CC2)cc1,-7.440186023712158
COc1ccc([C@H](CC[NH2+]Cc2ccccc2)[C@H]2CCOC(C)(C)C2)cc1,-6.612326622009277
O=C(CCS(=O)(=O)Cc1ccccc1)NC1CCCCC1,-6.56753396987915
Cn1c(=O)cc(SCC(=O)NCCC2=CCCCC2)c2ccc(Cl)cc21,-7.362682819366455
Cc1ccc(CNC(=O)CCSCc2ccccc2C)cc1,-6.451822757720947
CC(=O)c1ccc(NC(=O)c2cnc(N3CCCC3)nc2C)cc1,-5.780538558959961
Cc1ccc(C(=O)Nc2ccc(CC(=O)[O-])cc2)o1,-4.973974227905273
CCC[NH+](CCC)[C@@H]1Sc2ccc(C(=O)OC)cc2NC1=O,-5.564547061920166
CCCn1c(=S)[nH]c2cc(C(=O)N3CC[NH+](C4CCCCC4)CC3)ccc2c1=O,-7.144228458404541
O=C(NC[C@H]1CCCO1)[C@H]1CC(=O)N(C2CCCC2)C1,-6.097171306610107
Cc1nc(NC[C@@H]2CCCO2)nc2c1C(=O)CC(C)(C)C2,-6.29891300201416
