FP_type,split_type,type,num_of_compounds,alpha,rmse,r2,mae
ECFP4,random,tr,1400,1.6453387641811086,0.8949084664696608,0.5227702639219237,0.6666855854926433
ECFP4,random,va,1400,1.6453387641811086,1.2515878723578646,0.2434168479310138,0.8994842846735578
ECFP4,random,te,1400,1.6453387641811086,1.1421529911791126,0.20759862029018583,0.8552662128163795
