FP_type,split_type,type,num_of_compounds,C,gamma,rmse,r2,mae
ECFP4,random,tr,700,79,0.026630282051368845,0.09737943923087695,0.995209466438094,0.09619657883498507
ECFP4,random,va,700,79,0.026630282051368845,1.0197541004667028,0.36875941728181183,0.7979063865228812
ECFP4,random,te,700,79,0.026630282051368845,1.079127970237285,0.47005270768918295,0.7687094022677085
