seed,FP_type,split_type,type,rmse,mae,r2
0,ECFP4,random,tr,0.8457261009707334,0.6276884,0.6271474543813341
0,ECFP4,random,va,1.11638612615602,0.841346,0.2745758360859879
0,ECFP4,random,te,1.1750410924990153,0.7959461,0.2259323769761088
