FP_type,split_type,type,num_of_compounds,alpha,rmse,r2,mae
ECFP4,random,tr,875,0.3108573009205685,0.5607386795494246,0.8292040496532993,0.4071120835203123
ECFP4,random,va,875,0.3108573009205685,1.19095595546599,0.3931538439921801,0.9438854820551157
ECFP4,random,te,875,0.3108573009205685,1.2899157674170822,0.06718500393565974,0.8798873440966833
