Smiles,gcnscore
CC[C@H]1CCCC[N@H+]1CCCNC(=O)c1ccc2cnn(Cc3ccc(F)cc3)c2c1,-9.424515724182129
O=C(CCNC(=O)N1CCSc2ncccc21)N1CCCC1,-6.64166259765625
O=C(NCc1ccccc1)C1(F)CC[NH+](C2CCC2)CC1,-6.986245155334473
Cc1ccc(C(=O)N2CCC3(CC2)CC[C@]3(C)O)cc1N1CCCC1=O,-6.412771701812744
O=C([C@@H]1CCOC1)N1CCC2(CC1)[NH2+]CCc1c2[nH]c2ccccc12,-8.037691116333008
Cc1sc2nc(CCc3ccccc3)nc(N3CCN(C(=O)NC(C)(C)C)CC3)c2c1C,-8.47671127319336
O=C(CCN1C(=O)[C@H]2CC=C(Cl)C[C@H]2C1=O)Nc1ccc(Br)cc1,-7.061893463134766
Cc1ccc(CNC(=O)[C@H]2CC(=O)N(C3CCCCCC3)C2)cc1,-8.233439445495605
CC(C)CC(=O)N(C)CC(=O)Nc1ccc(N2CCN(C(=O)NC(C)(C)C)CC2)cc1,-6.630963325500488
COC(=O)c1c(C)[nH]c(C(=O)N2CCC(CC(=O)NCCC3=CCCCC3)CC2)c1C,-9.231990814208984
CC(C)Oc1ccc(CN2[C@H](CO)CN(C)C(=O)[C@@H]2C)cc1,-6.543765068054199
O=C(N[C@H]1CCN(C(=O)C2CCC2)C1)C1CCC1,-8.38076400756836
CC[N@H+]1CCC[C@@H]1CNC(=O)c1ccc2c(c1)N(Cc1cccc(Cl)c1)C(=O)c1ccccc1[S@]2=O,-8.589057922363281
COc1cc(NC(=O)[C@H](C2CCCC2)[NH+]2CCN(C(=O)C(C)C)CC2)cc(OC)c1,-6.827807903289795
COC(=O)CNC(=O)N1CCCCC[C@@H]1c1ccc(C)s1,-6.29378604888916
Cc1oc(-c2ccc(C(=O)N3CCC(C(N)=O)CC3)cc2)nc1COc1ccccc1,-8.591779708862305
CCCNC(=O)N1CCC[C@@](C)(c2noc(C3CCOCC3)n2)C1,-6.354543209075928
COc1ccc([C@@H](C)NC(=O)c2cccc([C@@H]3CCCN(C(=O)NC(C)C)C3)c2)cc1,-9.813847541809082
CC[C@]1(O)COC2(CN(C(=O)CCc3conc3-c3ccccc3)C2)C1,-7.784404754638672
O=C(COc1ccccc1)N1CCC2(CC1)C[N@@H+](Cc1ccccc1)C[C@H]2CO,-8.396485328674316
CCC[C@H](O)C[N@H+](Cc1ccc(F)cc1)Cc1ccc(C)cc1C,-8.42703628540039
Cc1cc(Br)ccc1NC(=O)[C@@H]1CCCC[C@@H]1C(=O)[O-],-6.48037052154541
CNC(=O)CCc1ccc(CC2CCN(C(=O)c3ccc(OC)cc3OC)CC2)cc1,-8.381959915161133
O=C(CCN1CC[NH+](CCO)CC1)Nc1cccc(Br)c1,-6.424407958984375
O=C(C[C@@H]1COc2ccccc2N1Cc1ccccc1)NCCC[NH+]1CCCC1,-8.582496643066406
O=C(NCCc1ccccc1)N1CCC([N@H+]2CC3(CCCCC3)[C@H]2c2ccncc2)CC1,-7.888110637664795
