l2,lr,gat_hidden_feats,num_heads,classifier_hidden_feats,rmse,r2,mae,type,split,model,seed
1e-06,0.03162277660168379,"(128, 128)","(3, 3)",256,0.9935827582360662,0.47545685132451243,0.75017315,tr,random,gat,0
1e-06,0.03162277660168379,"(128, 128)","(3, 3)",256,0.9897246243181277,0.26444114458643864,0.69930464,va,random,gat,0
1e-06,0.03162277660168379,"(128, 128)","(3, 3)",256,1.2137551290480322,0.20593584508874563,0.88319397,te,random,gat,0
