FP_type,split_type,type,num_of_compounds,n_estimators,max_depth,min_samples_leaf,min_impurity_decrease,max_features,rmse,r2,mae
ECFP4,random,tr,875,6,5,7,0.004998334355636943,4,1.3312071234356813,0.03739568139584437,1.0329563204424157
ECFP4,random,tr,875,6,5,7,0.004998334355636943,4,1.5084379164879453,0.026486260668944217,1.2013292096280985
ECFP4,random,tr,875,6,5,7,0.004998334355636943,4,1.3203988103135424,0.02257585041371568,0.9905953237372098
