rmse,mae,r2,type,split,model,seed
1.3121325114630171,1.024859,0.09194355665560416,tr,random,gat,0
1.255073788134066,0.9657165,0.10245636891988674,va,random,gat,0
1.3622503016837841,0.97890306,0.032961222933038936,te,random,gat,0
1.1349079614031805,0.8710075,0.3206732502110369,tr,random,gat,1
1.1486032067984948,0.8847622,0.24827837908079287,va,random,gat,1
1.3205608156984172,0.9424723,0.09124491990338701,te,random,gat,1
1.1778780974442835,0.9070704,0.2682577180201161,tr,random,gat,2
1.227746380010856,0.96005905,0.14111613691105884,va,random,gat,2
1.409702005956521,1.0132488,-0.035582449896253365,te,random,gat,2
0.8113243327008558,0.6163862,0.6528266065829366,tr,random,gat,3
1.2967275972359849,0.97202444,0.041891795736531345,va,random,gat,3
1.3539863857672343,0.92327464,0.04465853516697116,te,random,gat,3
1.1914892949413003,0.8987894,0.25124855645946376,tr,random,gat,4
1.1727410740070496,0.8950018,0.2163515060073975,va,random,gat,4
1.3822582879979683,0.96438223,0.0043460853500946195,te,random,gat,4
1.1719632941998057,0.8906007,0.27558833045551445,tr,random,gat,5
1.1736353050963453,0.9042329,0.2151559403691785,va,random,gat,5
1.369273964215812,0.95439357,0.022963585686834098,te,random,gat,5
1.1213617835145702,0.8436504,0.33679329345131803,tr,random,gat,6
1.1122731781231698,0.8437522,0.295079769397279,va,random,gat,6
1.3556681549533702,0.9321239,0.04228377959712537,te,random,gat,6
48.191912695168575,2.943944,-1223.9144916563494,tr,random,gat,7
1.266642173521916,1.0348806,0.085834314662393,va,random,gat,7
1.712287196281821,1.2214385,-0.5278588721321489,te,random,gat,7
1.0245852840964005,0.7992864,0.44632668182473245,tr,random,gat,8
1.2901219493680949,1.0097011,0.051628299244561804,va,random,gat,8
1.4370405872801075,1.0511563,-0.07613842511619184,te,random,gat,8
0.9913462278745595,0.7634349,0.48166792764586897,tr,random,gat,9
1.0980886781837496,0.8316903,0.312944375693358,va,random,gat,9
1.376262605281968,0.98865664,0.012964669883219537,te,random,gat,9
