l2,lr,gat_hidden_feats,num_heads,classifier_hidden_feats,rmse,r2,mae,type,split,model,seed
0,0.03162277660168379,"(256, 256)","(4, 5)",128,1.3121325114630171,0.09194355665560416,1.024859,tr,random,gat,0
0,0.03162277660168379,"(256, 256)","(4, 5)",128,1.255073788134066,0.10245636891988674,0.9657165,va,random,gat,0
0,0.03162277660168379,"(256, 256)","(4, 5)",128,1.3622503016837841,0.032961222933038936,0.97890306,te,random,gat,0
