FP_type,split_type,type,num_of_compounds,n_estimators,max_depth,min_samples_leaf,min_impurity_decrease,max_features,rmse,r2,mae
ECFP4,random,tr,700,3,8,2,0.0070927429567963305,4,1.3391065714504848,0.06667270948678683,1.031106134616727
ECFP4,random,tr,700,3,8,2,0.0070927429567963305,4,1.4380404060373237,0.01822527842848687,1.1449729344509092
ECFP4,random,tr,700,3,8,2,0.0070927429567963305,4,1.4520697369812279,0.04046299656186447,1.119259538724416
