FP_type,split_type,type,num_of_compounds,C,gamma,rmse,r2,mae
ECFP4,random,tr,525,2,0.0035492094585839323,0.9467023143826876,0.5751421664092381,0.6337681991284698
ECFP4,random,va,525,2,0.0035492094585839323,1.0351790473966527,0.3940289974647735,0.8045135055793592
ECFP4,random,te,525,2,0.0035492094585839323,0.9520429052575371,0.4729587871422207,0.7263878963024396
