FP_type,split_type,type,num_of_compounds,n_estimators,max_depth,min_child_weight,learning_rate,gamma,subsample,colsample_bytree,rmse,r2,mae
ECFP4,random,tr,1400,400,8,2,0.12464563329498603,0.10051534910214849,0.8014706935837853,0.790727927862804,0.13331992299750572,0.9894084292576816,0.10117763962491795
ECFP4,random,va,1400,400,8,2,0.12464563329498603,0.10051534910214849,0.8014706935837853,0.790727927862804,1.2103015802846593,0.29250858525491297,0.9209963176535321
ECFP4,random,te,1400,400,8,2,0.12464563329498603,0.10051534910214849,0.8014706935837853,0.790727927862804,1.19251970779913,0.13617097960044977,0.877762239177637
