FP_type,split_type,type,num_of_compounds,n_estimators,max_depth,min_samples_leaf,min_impurity_decrease,max_features,rmse,r2,mae
ECFP4,random,tr,350,6,7,2,0.0017934138943959427,4,1.189992453479526,0.14213425471599472,0.9349599012599096
ECFP4,random,tr,350,6,7,2,0.0017934138943959427,4,1.370546534571603,-0.03905854150436161,0.9984279517899509
ECFP4,random,tr,350,6,7,2,0.0017934138943959427,4,1.502022264504091,0.10012675883112032,1.1608681522561695
