FP_type,split_type,type,num_of_compounds,rmse,r2,mae,seed
ECFP4,random,tr,350,1.189992453479526,0.14213425471599472,0.9349599012599096,0
ECFP4,random,tr,350,1.370546534571603,-0.03905854150436161,0.9984279517899509,0
ECFP4,random,tr,350,1.502022264504091,0.10012675883112032,1.1608681522561695,0
ECFP4,random,tr,350,1.144888770514282,0.22144636412116248,0.8998016261996622,1
ECFP4,random,va,350,1.6515115030315881,-0.013390523483300498,1.2787280329843678,1
ECFP4,random,te,350,1.0541491646469643,0.031443377175759735,0.7793086610323334,1
ECFP4,random,tr,350,1.1789251671037944,0.2230925643155116,0.9151993478178054,2
ECFP4,random,va,350,1.238880586847403,0.19200241169310683,1.0155591462709879,2
ECFP4,random,te,350,1.0685698975495452,0.1649779631374373,0.8901562090024042,2
ECFP4,random,tr,350,1.2214807246639139,0.19311206423129368,0.9633548986133412,3
ECFP4,random,va,350,1.1307884607430945,-0.10503191803497214,0.8420312896120202,3
ECFP4,random,te,350,1.111764138888306,0.1300394258943922,0.8475811774823848,3
ECFP4,random,tr,350,1.1729926200498666,0.2057205155012155,0.9153692888883699,4
ECFP4,random,va,350,1.2271968262519686,0.03622659105439874,0.9963041516519423,4
ECFP4,random,te,350,1.4664345203938627,-0.0634651157467987,1.065903828910328,4
ECFP4,random,tr,350,1.2290460115266726,0.16152504621474073,0.9663236222324498,5
ECFP4,random,va,350,0.9938843154695397,0.1725495450631357,0.8138104562119626,5
ECFP4,random,te,350,1.3135044588232572,0.07229750329994367,1.0234446768654584,5
ECFP4,random,tr,350,1.1791693567200305,0.2057259128235408,0.9041841489223228,6
ECFP4,random,va,350,1.2046177267479325,0.1429659595817525,0.9788309614020593,6
ECFP4,random,te,350,1.3067026448799532,0.08432638898327871,1.0866592948287384,6
ECFP4,random,tr,350,1.198225004340038,0.1990488117534973,0.928679808700686,7
ECFP4,random,va,350,1.2790735859092304,0.1364614431278114,0.9555810254561359,7
ECFP4,random,te,350,1.0997045277345285,0.08844783784037524,0.9282627103021363,7
ECFP4,random,tr,350,1.1671313774674412,0.1998489671718845,0.9023951803161118,8
ECFP4,random,va,350,1.4601850808151187,-0.007720210711110731,1.1658897166390552,8
ECFP4,random,te,350,1.344532576870053,0.011499977698566699,1.1202125511335337,8
ECFP4,random,tr,350,1.2001193692061876,0.1424253627983464,0.9246335535092468,9
ECFP4,random,va,350,1.373354883231428,-0.02793890703762547,1.1152595256377416,9
ECFP4,random,te,350,1.3619556642920754,0.13799254101196812,1.0464788981501505,9
