FP_type,split_type,type,num_of_compounds,max_depth,num_leaves,learning_rate,subsample,rmse,r2,mae
ECFP4,random,tr,700,19,6,0.038294192357248666,1.0,0.9745294162360457,0.505696611094155,0.7309492983129477
ECFP4,random,va,700,19,6,0.038294192357248666,1.0,1.3123427309608202,0.1823560871511931,0.9963302207848949
ECFP4,random,te,700,19,6,0.038294192357248666,1.0,1.1561875366359846,0.3916642407647679,0.8463652351791507
