rmse,mae,r2,type,split,model,seed
1.0464853159297574,0.8500493,0.3382463409934313,tr,random,gat,0
0.9238319961434485,0.7815216,0.15630909195962828,va,random,gat,0
1.7520252497869753,1.3936405,-0.9671812784092684,te,random,gat,0
1.0719268207980048,0.80268097,0.3056788610190765,tr,random,gat,1
1.0578413538188243,0.8593135,-0.10621227505072262,va,random,gat,1
1.3245126403746885,1.0929942,-0.12428355305838035,te,random,gat,1
1.2728747663245783,0.9589919,0.020957843463883408,tr,random,gat,2
0.9660096942304611,0.86166334,0.07751276105101657,va,random,gat,2
1.2608958770424363,1.032415,-0.018877750685053263,te,random,gat,2
0.8559025052379478,0.6540378,0.5573313891346311,tr,random,gat,3
1.1937966302681948,1.041734,-0.4088283547012086,va,random,gat,3
1.9204297097474217,1.4382032,-1.363526287700029,te,random,gat,3
1.1309705294202201,0.85842735,0.22708336193202128,tr,random,gat,4
0.9480173490663063,0.8151841,0.1115562775778074,va,random,gat,4
1.3199476832801669,1.1244047,-0.11654717032138318,te,random,gat,4
0.9819221818394543,0.74205685,0.4173815776402412,tr,random,gat,5
1.1290615199401808,0.9471541,-0.2601801260147343,va,random,gat,5
1.420031096023931,1.2111424,-0.2922881127613499,te,random,gat,5
0.706434387848165,0.5530385,0.6984399793682495,tr,random,gat,6
1.4652930626014242,1.1344663,-1.1224931607100572,va,random,gat,6
1.5168660382169936,1.2816675,-0.4745450699198248,te,random,gat,6
1.413147604017916,1.0252162,-0.2067161893019478,tr,random,gat,7
1.1253754730952403,0.95175934,-0.25196515646395046,va,random,gat,7
1.4196806523038048,1.2463621,-0.29165032393160173,te,random,gat,7
0.953685720634938,0.7343275,0.45040773629660646,tr,random,gat,8
1.1517041516494746,0.875998,-0.31123114843170585,va,random,gat,8
1.3575110975623303,1.0932446,-0.18100133786009764,te,random,gat,8
0.8536949405816501,0.66749346,0.5596120109315688,tr,random,gat,9
1.0489256971497907,0.7754275,-0.08764419732888418,va,random,gat,9
1.4923312132968518,1.3203057,-0.42723020885108887,te,random,gat,9
