FP_type,split_type,type,num_of_compounds,C,gamma,rmse,r2,mae
ECFP4,random,tr,875,33,0.035825123800578534,0.09782083722622818,0.9950118396762448,0.09628507798481113
ECFP4,random,va,875,33,0.035825123800578534,1.1288301335475543,0.25831354871777845,0.8226264209941948
ECFP4,random,te,875,33,0.035825123800578534,1.077012170362805,0.34969957446466116,0.7431787353473076
