FP_type,split_type,type,num_of_compounds,n_estimators,max_depth,min_samples_leaf,min_impurity_decrease,max_features,rmse,r2,mae
ECFP4,random,tr,525,6,8,2,0.0034255156524420605,2,1.3820430352376603,0.07605887312948667,1.0629504509854215
ECFP4,random,tr,525,6,8,2,0.0034255156524420605,2,1.4031981877493744,-0.05692820006434518,1.102535805361194
ECFP4,random,tr,525,6,8,2,0.0034255156524420605,2,1.313589271501664,-0.0033459928303845032,1.0404601276747456
