rmse,mae,r2,type,split,model,seed
1.057352612372173,0.8093793,0.3545360923679707,tr,random,gat,0
1.0818676325625962,0.8184238,0.31232289269853597,va,random,gat,0
1.1858329616303889,0.8730775,0.1099776166219747,te,random,gat,0
1.0535204611820368,0.7736222,0.3592063204715633,tr,random,gat,1
1.0985656446481458,0.84031373,0.29093128854671,va,random,gat,1
1.148317343725566,0.7738658,0.16540105946461126,te,random,gat,1
0.9967866768768625,0.76220804,0.42636351630462843,tr,random,gat,2
1.0635554176709432,0.82161695,0.3354058168944051,va,random,gat,2
1.19076430739786,0.8828179,0.10255974354555064,te,random,gat,2
0.8137639924353798,0.61618525,0.6176780734039888,tr,random,gat,3
1.079497362279386,0.8502156,0.3153328148196767,va,random,gat,3
1.1891586365102282,0.8525689,0.10497840050731966,te,random,gat,3
0.8645836856948563,0.64253396,0.5684348311423364,tr,random,gat,4
1.0277904511148628,0.80163825,0.37935189831256155,va,random,gat,4
1.1560545575721386,0.82101685,0.15411645993871403,te,random,gat,4
0.7668725573462747,0.5726858,0.6604695904089982,tr,random,gat,5
1.022766475696776,0.7843028,0.38540464828994114,va,random,gat,5
1.1589409213507018,0.86134744,0.14988718538633417,te,random,gat,5
0.8738254429414095,0.65917575,0.5591593650918533,tr,random,gat,6
1.0766355758248536,0.82269436,0.3189582478469366,va,random,gat,6
1.1755995499139205,0.8355439,0.12527263194177973,te,random,gat,6
0.9011943812674733,0.67802703,0.5311118891257535,tr,random,gat,7
1.0716550440081376,0.8430969,0.3252446681513762,va,random,gat,7
1.1790697109589328,0.8463972,0.12010079334400325,te,random,gat,7
0.9319122046572726,0.70103157,0.49860237645092065,tr,random,gat,8
1.0855368005285766,0.836257,0.3076504724322867,va,random,gat,8
1.1908403397112195,0.8725307,0.10244518580053796,te,random,gat,8
1.052088608429529,0.77820563,0.3609469879363604,tr,random,gat,9
1.118075624658341,0.84152883,0.2655222955433446,va,random,gat,9
1.1179216546909343,0.7599632,0.20899963857910075,te,random,gat,9
