l2,lr,gat_hidden_feats,num_heads,classifier_hidden_feats,rmse,r2,mae,type,split,model,seed
0.0001,0.0031622776601683794,"(128, 128)","(3, 3)",256,1.057352612372173,0.3545360923679707,0.8093793,tr,random,gat,0
0.0001,0.0031622776601683794,"(128, 128)","(3, 3)",256,1.0818676325625962,0.31232289269853597,0.8184238,va,random,gat,0
0.0001,0.0031622776601683794,"(128, 128)","(3, 3)",256,1.1858329616303889,0.1099776166219747,0.8730775,te,random,gat,0
