l2,lr,gat_hidden_feats,num_heads,classifier_hidden_feats,rmse,r2,mae,type,split,model,seed
1e-08,0.0031622776601683794,"(128, 128)","(3, 3)",256,0.4420962721464921,0.888511986501841,0.36584812,tr,random,gat,0
1e-08,0.0031622776601683794,"(128, 128)","(3, 3)",256,1.3106078177777911,0.2583458533835199,0.9286035,va,random,gat,0
1e-08,0.0031622776601683794,"(128, 128)","(3, 3)",256,1.1324700199563136,-0.11787231446517699,0.8452226,te,random,gat,0
