rmse,mae,r2,type,split,model,seed
0.4420962721464921,0.36584812,0.888511986501841,tr,random,gat,0
1.3106078177777911,0.9286035,0.2583458533835199,va,random,gat,0
1.1324700199563136,0.8452226,-0.11787231446517699,te,random,gat,0
0.42477232711132445,0.33940518,0.8970783206889367,tr,random,gat,1
1.3333238164244199,0.88952297,0.23241377720318623,va,random,gat,1
1.1898506389776666,0.9316047,-0.23402417148177634,te,random,gat,1
0.1595897833105432,0.13454846,0.9854720404580051,tr,random,gat,2
1.1999808508616678,0.9089491,0.37826613175097223,va,random,gat,2
1.305327435554829,0.9231232,-0.4851751840721341,te,random,gat,2
0.8530359382392957,0.68983287,0.584922644915043,tr,random,gat,3
1.4331396563479666,1.0297884,0.113185244125938,va,random,gat,3
1.0992962948817462,0.84605855,-0.05333936303139564,te,random,gat,3
0.8819016678182393,0.73780644,0.556355844840798,tr,random,gat,4
1.5166226279324204,1.1072905,0.006858964175226023,va,random,gat,4
1.3696216385864441,1.088139,-0.6350836105059992,te,random,gat,4
0.4905193154287301,0.38136074,0.8627517873946555,tr,random,gat,5
1.485800931573325,1.0090265,0.046815077119127135,va,random,gat,5
1.2997798788338453,0.9976254,-0.4725782164340311,te,random,gat,5
0.7534536871166059,0.60529304,0.6761770924257611,tr,random,gat,6
1.4810161132296549,1.0844543,0.05294443007349081,va,random,gat,6
0.979912619149777,0.75057065,0.16302312861022183,te,random,gat,6
0.33000062563143295,0.28687456,0.937881069618137,tr,random,gat,7
1.3675895317798308,0.98379874,0.19245376481486964,va,random,gat,7
1.0924564341537775,0.86565375,-0.0402722517289511,te,random,gat,7
0.48126105754088505,0.38322908,0.8678838617187077,tr,random,gat,8
1.3605422785175056,0.9564067,0.2007549477106535,va,random,gat,8
1.235797882874912,0.94754595,-0.3311704001152418,te,random,gat,8
0.5291516995253202,0.41350463,0.8402816390335381,tr,random,gat,9
1.3980237465944096,1.0573168,0.15611161887446934,va,random,gat,9
1.2294665418015094,0.8800748,-0.31756541151326645,te,random,gat,9
