rmse,mae,r2,type,split,model,seed
1.1816386577495246,0.9040636,0.291627601425712,tr,random,gcn,0
1.1923711652757059,0.9416445,0.19089555536073777,va,random,gcn,0
1.4454080086158543,1.0198622,0.01902838486373759,te,random,gcn,0
1.3395477501793958,1.0201963,0.0896493511582952,tr,random,gcn,1
1.1748492834136164,0.92621404,0.21450039267832322,va,random,gcn,1
1.7246643956221905,1.2115213,-0.39664058287119097,te,random,gcn,1
0.9323570647646658,0.7060538,0.5589815289252158,tr,random,gcn,2
1.1342503334668792,0.8721571,0.2678509484415893,va,random,gcn,2
1.3943747638341413,0.9783029,0.08707622105309365,te,random,gcn,2
1.1043425305984602,0.79407144,0.38127177268220236,tr,random,gcn,3
1.0702040123080296,0.81632644,0.34819932847298884,va,random,gcn,3
1.407737072819744,0.9655804,0.06949528231009139,te,random,gcn,3
0.9104008816558913,0.6714482,0.5795080851979151,tr,random,gcn,4
1.1299620973931404,0.8663152,0.27337658775677265,va,random,gcn,4
1.409114547989868,0.95697,0.06767353416781308,te,random,gcn,4
1.0278393380455841,0.7731104,0.4640271656948308,tr,random,gcn,5
1.142576246993649,0.8786127,0.2570628446250659,va,random,gcn,5
1.4434432029900515,0.9745741,0.021693569687155967,te,random,gcn,5
0.8748515207470489,0.66659755,0.6117057505214687,tr,random,gcn,6
1.1873556852487555,0.95682406,0.1976879476864244,va,random,gcn,6
1.3731805728159288,0.95440686,0.11461793907147066,te,random,gcn,6
1.060153839176054,0.8108595,0.4297962814213462,tr,random,gcn,7
1.0268209889673026,0.8157315,0.39997256084062016,va,random,gcn,7
1.4308650269476142,0.9845076,0.03866926155510564,te,random,gcn,7
1.1773666389736266,0.89229834,0.2967402496734656,tr,random,gcn,8
1.0117434936796845,0.82422554,0.41746439294348214,va,random,gcn,8
1.4719191105220157,1.0128851,-0.01728669186720122,te,random,gcn,8
1.001754116349775,0.76413214,0.4908865822315591,tr,random,gcn,9
1.1337340191237402,0.8743502,0.26851731586138305,va,random,gcn,9
1.4116498059493512,0.9901732,0.06431550168880051,te,random,gcn,9
