l2,lr,gcn_hidden_feats,classifier_hidden_feats,rmse,r2,mae,type,split,model,seed
0.0001,0.03162277660168379,"(256, 256)",128,1.1816386577495246,0.291627601425712,0.9040636,tr,random,gcn,0
0.0001,0.03162277660168379,"(256, 256)",128,1.1923711652757059,0.19089555536073777,0.9416445,va,random,gcn,0
0.0001,0.03162277660168379,"(256, 256)",128,1.4454080086158543,0.01902838486373759,1.0198622,te,random,gcn,0
