TOXRIC/toxric_train_1.csv,random,XGB,9.25039,2025-09-28 12:00:21,ECFP4,
TOXRIC/toxric_train_1.csv,random,RF,28.59778,2025-09-28 12:00:50,ECFP4,
TOXRIC/toxric_train_1.csv,random,LGBM,3.4762,2025-09-28 12:00:54,ECFP4,
TOXRIC/toxric_train_1.csv,random,DNN,75.67857,2025-09-28 12:02:10,ECFP4,
TOXRIC/toxric_train_1.csv,random,gcn,364,2025-09-28 12:08:15,cpu,
TOXRIC/toxric_train_1.csv,random,gat,336,2025-09-28 12:13:52,cpu,
TOXRIC/toxric_train_2.csv,random,SVM,76.14212,2025-09-29 11:42:08,ECFP4,
TOXRIC/toxric_train_2.csv,random,XGB,43.58697,2025-09-29 11:42:52,ECFP4,
TOXRIC/toxric_train_2.csv,random,RF,55.83342,2025-09-29 11:43:48,ECFP4,
TOXRIC/toxric_train_2.csv,random,LGBM,18.85032,2025-09-29 11:44:07,ECFP4,
TOXRIC/toxric_train_2.csv,random,Ridge,11.21377,2025-09-29 11:44:18,ECFP4,
TOXRIC/toxric_train_2.csv,random,DNN,7585.82165,2025-09-29 13:50:44,ECFP4,
TOXRIC/toxric_train_2.csv,random,gcn,4951,2025-09-29 15:13:15,cpu,
TOXRIC/toxric_train_2.csv,random,gat,7751,2025-09-29 17:22:26,cpu,
TOXRIC/toxric_train_2.csv,random,SVM,2.92866,2025-09-29 18:21:20,ECFP4,
TOXRIC/toxric_train_2.csv,random,XGB,10.37825,2025-09-29 18:21:30,ECFP4,
TOXRIC/toxric_train_2.csv,random,RF,37.05453,2025-09-29 18:22:07,ECFP4,
TOXRIC/toxric_train_2.csv,random,LGBM,5.83228,2025-09-29 18:22:13,ECFP4,
TOXRIC/toxric_train_2.csv,random,Ridge,1.89184,2025-09-29 18:22:15,ECFP4,
TOXRIC/toxric_train_2.csv,random,DNN,1328.92718,2025-09-29 18:44:24,ECFP4,
TOXRIC/toxric_train_2.csv,random,gcn,4868,2025-09-29 20:05:32,cpu,
TOXRIC/toxric_train_2.csv,random,gat,3711,2025-09-29 21:07:24,cpu,
TOXRIC/toxric_train_3.csv,random,SVM,6.49246,2025-09-30 10:51:48,ECFP4,
TOXRIC/toxric_train_3.csv,random,XGB,17.86781,2025-09-30 10:52:06,ECFP4,
TOXRIC/toxric_train_3.csv,random,RF,37.23453,2025-09-30 10:52:43,ECFP4,
TOXRIC/toxric_train_3.csv,random,LGBM,7.08883,2025-09-30 10:52:50,ECFP4,
TOXRIC/toxric_train_3.csv,random,Ridge,2.8694,2025-09-30 10:52:53,ECFP4,
TOXRIC/toxric_train_3.csv,random,DNN,2805.29231,2025-09-30 11:39:38,ECFP4,
TOXRIC/toxric_train_3.csv,random,gcn,3683,2025-09-30 12:41:01,cpu,
TOXRIC/toxric_train_3.csv,random,gat,4299,2025-09-30 13:52:41,cpu,
