TOXRIC/toxric_train_4.csv,random,SVM,10.28117,2025-09-30 14:40:50,ECFP4,
TOXRIC/toxric_train_4.csv,random,XGB,17.42588,2025-09-30 14:41:08,ECFP4,
TOXRIC/toxric_train_4.csv,random,LGBM,9.9437,2025-09-30 15:02:06,ECFP4,
TOXRIC/toxric_train_4.csv,random,Ridge,4.06511,2025-09-30 15:02:10,ECFP4,
TOXRIC/toxric_train_4.csv,random,DNN,5034.25549,2025-09-30 16:26:04,ECFP4,
TOXRIC/toxric_train_4.csv,random,gcn,3335,2025-09-30 17:21:40,cpu,
TOXRIC/toxric_train_4.csv,random,gat,3423,2025-09-30 18:18:44,cpu,
TOXRIC/toxric_train_4.csv,random,RF,32.35143,2025-09-30 18:56:42,ECFP4,
TOXRIC/toxric_train_5.csv,random,SVM,16.11671,2025-09-30 19:04:16,ECFP4,
TOXRIC/toxric_train_5.csv,random,XGB,16.22467,2025-09-30 19:04:32,ECFP4,
TOXRIC/toxric_train_5.csv,random,RF,42.43766,2025-09-30 19:05:14,ECFP4,
TOXRIC/toxric_train_5.csv,random,LGBM,11.59101,2025-09-30 19:05:26,ECFP4,
TOXRIC/toxric_train_5.csv,random,Ridge,5.47624,2025-09-30 19:05:31,ECFP4,
TOXRIC/toxric_train_5.csv,random,DNN,5309.56028,2025-09-30 20:34:01,ECFP4,
TOXRIC/toxric_train_5.csv,random,gcn,3477,2025-09-30 21:31:58,cpu,
TOXRIC/toxric_train_5.csv,random,gat,4607,2025-09-30 22:48:45,cpu,
TOXRIC/toxric_train_6.csv,random,SVM,23.31,2025-10-02 15:30:22,ECFP4,
TOXRIC/toxric_train_6.csv,random,XGB,19.34108,2025-10-02 15:30:42,ECFP4,
TOXRIC/toxric_train_6.csv,random,RF,51.57059,2025-10-02 15:31:33,ECFP4,
TOXRIC/toxric_train_6.csv,random,LGBM,13.61816,2025-10-02 15:31:47,ECFP4,
TOXRIC/toxric_train_6.csv,random,Ridge,6.53234,2025-10-02 15:31:53,ECFP4,
TOXRIC/toxric_train_6.csv,random,DNN,581.0815,2025-10-02 15:41:34,ECFP4,
TOXRIC/toxric_train_6.csv,random,gcn,651,2025-10-02 15:52:26,cpu,
TOXRIC/toxric_train_6.csv,random,gat,678,2025-10-02 16:03:44,cpu,
TOXRIC/toxric_train_7.csv,random,SVM,29.81075,2025-10-02 16:19:12,ECFP4,
TOXRIC/toxric_train_7.csv,random,XGB,20.53228,2025-10-02 16:19:32,ECFP4,
TOXRIC/toxric_train_7.csv,random,RF,50.42765,2025-10-02 16:20:23,ECFP4,
TOXRIC/toxric_train_7.csv,random,LGBM,18.70051,2025-10-02 16:20:42,ECFP4,
TOXRIC/toxric_train_7.csv,random,Ridge,7.36354,2025-10-02 16:20:49,ECFP4,
TOXRIC/toxric_train_7.csv,random,DNN,422.23604,2025-10-02 16:27:51,ECFP4,
TOXRIC/toxric_train_7.csv,random,gcn,807,2025-10-02 16:41:19,cpu,
TOXRIC/toxric_train_7.csv,random,gat,854,2025-10-02 16:55:33,cpu,
TOXRIC/toxric_train_8.csv,random,SVM,37.89015,2025-10-07 10:30:31,ECFP4,
TOXRIC/toxric_train_8.csv,random,XGB,31.19011,2025-10-07 10:31:02,ECFP4,
TOXRIC/toxric_train_8.csv,random,RF,49.93318,2025-10-07 10:31:52,ECFP4,
TOXRIC/toxric_train_8.csv,random,LGBM,21.99487,2025-10-07 10:32:14,ECFP4,
TOXRIC/toxric_train_8.csv,random,Ridge,8.69364,2025-10-07 10:32:23,ECFP4,
TOXRIC/toxric_train_8.csv,random,DNN,619.07657,2025-10-07 10:42:42,ECFP4,
TOXRIC/toxric_train_8.csv,random,gcn,1002,2025-10-07 10:59:24,cpu,
TOXRIC/toxric_train_8.csv,random,gat,1156,2025-10-07 11:18:40,cpu,
