FP_type,split_type,type,num_of_compounds,n_estimators,max_depth,min_child_weight,learning_rate,gamma,subsample,colsample_bytree,rmse,r2,mae
ECFP4,random,tr,175,1500,6,3,0.15290049012201956,0.022749401633258517,0.979107990657911,0.9685899757293708,0.05922840159393014,0.9976246829681186,0.04452218607896051
ECFP4,random,va,175,1500,6,3,0.15290049012201956,0.022749401633258517,0.979107990657911,0.9685899757293708,1.5954166180791103,-0.1273029607140237,1.0965622516491604
ECFP4,random,te,175,1500,6,3,0.15290049012201956,0.022749401633258517,0.979107990657911,0.9685899757293708,1.384534115036529,-0.2616811975831448,1.0547804430478878
