l2,lr,gat_hidden_feats,num_heads,classifier_hidden_feats,rmse,r2,mae,type,split,model,seed
0,0.0031622776601683794,"(128, 128)","(4, 3)",128,2.8447651151695883,-3.592867621133249,2.4755216,tr,random,gat,0
0,0.0031622776601683794,"(128, 128)","(4, 3)",128,2.725963362746352,-3.1361328390215553,2.3392599,va,random,gat,0
0,0.0031622776601683794,"(128, 128)","(4, 3)",128,2.9970365828787893,-4.214261802476013,2.674161,te,random,gat,0
