rmse,mae,r2,type,split,model,seed
1.051289772161303,0.7820781,0.4392914438250384,tr,random,gat,0
0.9709029116821949,0.7579473,0.4635450647455669,va,random,gat,0
1.4010509599379817,0.9529748,0.07831328400469162,te,random,gat,0
1.1141167433535588,0.8643143,0.37027107296293127,tr,random,gat,1
1.0956562868602828,0.8621822,0.31682756865144535,va,random,gat,1
1.4467028554588526,1.0075359,0.017270087650703925,te,random,gat,1
1.0717246770409838,0.7816199,0.4172815771168983,tr,random,gat,2
0.9519501934546413,0.7519781,0.4842846067996174,va,random,gat,2
1.3640953628059642,0.9126176,0.1262948500814448,te,random,gat,2
1.106666643811038,0.8251869,0.37866482930652,tr,random,gat,3
0.969304264618774,0.7967381,0.46531017295981114,va,random,gat,3
1.3753634752683281,0.918268,0.11180077186545323,te,random,gat,3
1.206152932802615,0.9133711,0.26193082044130145,tr,random,gat,4
1.0632243772568082,0.83334386,0.3566734074108572,va,random,gat,4
1.5967014882877122,1.1044164,-0.19707931133342416,te,random,gat,4
1.0907520078141772,0.81965923,0.396406790145303,tr,random,gat,5
0.9816781294519912,0.78558266,0.4515716447832422,va,random,gat,5
1.4427470765494865,0.9591045,0.022636985802187648,te,random,gat,5
1.1535384886710893,0.86681765,0.324918084213226,tr,random,gat,6
1.047676747325673,0.8201613,0.3753506790466484,va,random,gat,6
1.438202396118901,0.983711,0.028784941347829274,te,random,gat,6
1.239212215657912,0.96336496,0.22091712764656968,tr,random,gat,7
1.103274536803907,0.8890352,0.3072941714291971,va,random,gat,7
1.6536316237752766,1.152235,-0.2839645013395353,te,random,gat,7
1.810238446710199,1.3983947,-0.6625084355537014,tr,random,gat,8
1.5925450725554764,1.2743765,-0.4433282852773959,va,random,gat,8
2.10953221618255,1.5049152,-1.0895259019436638,te,random,gat,8
1.0723029236134392,0.8014553,0.41665260143292493,tr,random,gat,9
0.9989173512145513,0.7970245,0.43214070170168195,va,random,gat,9
1.3661835390278976,0.929296,0.12361765747743392,te,random,gat,9
