FP_type,split_type,type,num_of_compounds,n_estimators,max_depth,min_samples_leaf,min_impurity_decrease,max_features,rmse,r2,mae
ECFP4,random,tr,1050,4,7,6,1.7183390352525953e-05,3,1.3252357083796662,0.04161461276159739,1.012290368548381
ECFP4,random,tr,1050,4,7,6,1.7183390352525953e-05,3,1.404019289042379,0.019950725139648018,1.0803918592801234
ECFP4,random,tr,1050,4,7,6,1.7183390352525953e-05,3,1.2513686966915187,-0.0795816650868939,0.9910569326813912
