FP_type,split_type,type,num_of_compounds,rmse,r2,mae,seed
ECFP4,random,tr,1050,0.22213939185533652,0.9730719390492427,0.16475900995996431,0
ECFP4,random,va,1050,1.1825236851118477,0.3047812777443666,0.887026567999746,0
ECFP4,random,te,1050,1.0477005081115205,0.24323814052355652,0.7928884119643081,0
ECFP4,random,tr,1050,0.49989239355211723,0.8611607610666447,0.38187349000158183,1
ECFP4,random,va,1050,1.0150432387738835,0.31845714365053635,0.7223369650478471,1
ECFP4,random,te,1050,1.3006734198660415,0.2708381927338117,0.9492236881740257,1
ECFP4,random,tr,1050,0.6248533563459087,0.7903061154579674,0.4710951816350336,2
ECFP4,random,va,1050,1.0689794812739581,0.19733252578177507,0.8136267103206397,2
ECFP4,random,te,1050,1.2446443047067721,0.185101638820112,0.8841069103952524,2
ECFP4,random,tr,1050,0.723643856011873,0.7204949352783352,0.5495067019418944,3
ECFP4,random,va,1050,1.1194195816397858,0.28567411327252024,0.8070192340561285,3
ECFP4,random,te,1050,1.018060567572053,0.2930713278677265,0.8248752246755587,3
ECFP4,random,tr,1050,0.6751709958167493,0.7422838776355414,0.5164088596567646,4
ECFP4,random,va,1050,1.2413216403337324,0.21890270278177826,0.9268277465311542,4
ECFP4,random,te,1050,1.2849719060752776,0.19946725979456004,0.9028709128385923,4
ECFP4,random,tr,1050,0.7070219570546192,0.7293655055614318,0.5364895573267335,5
ECFP4,random,va,1050,1.0041944063510637,0.31945460851361085,0.7713174174113314,5
ECFP4,random,te,1050,1.234680224107225,0.23503571661471778,0.9043097024808306,5
ECFP4,random,tr,1050,0.6896676855777022,0.7434778110949365,0.5238114249935488,6
ECFP4,random,va,1050,1.1863251271538433,0.2835973610127026,0.888492126697478,6
ECFP4,random,te,1050,0.9422089728905938,0.38861514762031346,0.7290767351081007,6
ECFP4,random,tr,1050,0.8493244437217305,0.6119102351928447,0.648286214412998,7
ECFP4,random,va,1050,1.135361600446561,0.2721001073138569,0.8702250833441798,7
ECFP4,random,te,1050,1.0787206976646149,0.28036186024586196,0.8137419767090371,7
ECFP4,random,tr,1050,0.4548964669870249,0.8864308894514286,0.33802854512649055,8
ECFP4,random,va,1050,0.9962265914945033,0.4377615039303909,0.7587337452031888,8
ECFP4,random,te,1050,1.1032303456310226,0.3602385117310316,0.848518295856252,8
ECFP4,random,tr,1050,0.7161497172763448,0.7168647371067761,0.5446411959048498,9
ECFP4,random,va,1050,1.058627236941404,0.3857087457930437,0.8342360335753968,9
ECFP4,random,te,1050,1.2526889357225524,0.19251556455014984,0.9221412687342053,9
