FP_type,split_type,type,num_of_compounds,n_estimators,max_depth,min_child_weight,learning_rate,gamma,subsample,colsample_bytree,rmse,r2,mae
ECFP4,random,tr,700,1500,3,1,0.12536840075620836,0.0012684317751916864,0.8477412465582256,0.7347935306902582,0.06156494660637307,0.9980272561572525,0.04520142024643456
ECFP4,random,va,700,1500,3,1,0.12536840075620836,0.0012684317751916864,0.8477412465582256,0.7347935306902582,1.281020071876127,0.22092093025422999,0.9927931947248759
ECFP4,random,te,700,1500,3,1,0.12536840075620836,0.0012684317751916864,0.8477412465582256,0.7347935306902582,1.2841548771986186,0.24955029701368514,0.9064066906645054
