FP_type,split_type,type,num_of_compounds,rmse,r2,mae,seed
ECFP4,random,tr,700,0.06156494660637307,0.9980272561572525,0.04520142024643456,0
ECFP4,random,va,700,1.281020071876127,0.22092093025422999,0.9927931947248759,0
ECFP4,random,te,700,1.2841548771986186,0.24955029701368514,0.9064066906645054,0
ECFP4,random,tr,700,0.7991794368688984,0.6926292141353874,0.6347781572021074,1
ECFP4,random,va,700,1.1261429271462242,0.19194447952026783,0.8546238196511737,1
ECFP4,random,te,700,1.203700452499581,0.02625329903720286,0.8576420882633393,1
ECFP4,random,tr,700,0.7577026406932079,0.6982465252264527,0.5973512996025444,2
ECFP4,random,va,700,1.1609431749154933,0.3546639273265517,0.8791073927870551,2
ECFP4,random,te,700,1.4303707393903773,0.08190824458682311,1.0521148030225445,2
ECFP4,random,tr,700,0.7112080264397102,0.74985744980214,0.5630298050204499,3
ECFP4,random,va,700,1.1340283379260472,0.2875883097857793,0.8728181214248398,3
ECFP4,random,te,700,1.150018468695305,0.22423377719633297,0.8928184130273455,3
ECFP4,random,tr,700,0.9699593450998147,0.5109143114556218,0.7756766296408278,4
ECFP4,random,va,700,1.5348485936388072,0.11264822401252361,1.1336797317669258,4
ECFP4,random,te,700,1.063947906531481,0.29347573281851025,0.7855119117964615,4
ECFP4,random,tr,700,0.8577854567254036,0.6297271030795295,0.6800863783822653,5
ECFP4,random,va,700,1.1246062725388175,0.42182484059077363,0.8112275795089754,5
ECFP4,random,te,700,0.9099675210481908,0.45640292668166216,0.716845714338883,5
ECFP4,random,tr,700,0.7600470879899666,0.7039365839374929,0.6034010875647786,6
ECFP4,random,va,700,1.3491047655638322,0.17320192433601267,0.8740538189288063,6
ECFP4,random,te,700,1.2411478436369168,0.17639132217459674,0.92060907926861,6
ECFP4,random,tr,700,0.5334197252500802,0.8490598466893371,0.4169988031411978,7
ECFP4,random,va,700,1.0773210690155752,0.31349437954594905,0.8305995011695244,7
ECFP4,random,te,700,1.2136830358934514,0.46864620874706653,0.8540726358413407,7
ECFP4,random,tr,700,0.798981310107099,0.6622112385394594,0.6232679595466657,8
ECFP4,random,va,700,1.2075324438303061,0.3808067139117344,0.8907691464790851,8
ECFP4,random,te,700,1.2452518695953985,0.30209904666506093,0.9390138537132336,8
ECFP4,random,tr,700,0.932265641178068,0.5563273393691768,0.7259226792592605,9
ECFP4,random,va,700,1.1764271983421772,0.2965964690976167,0.8601347344504331,9
ECFP4,random,te,700,1.1620864504133255,0.2690688015896421,0.9408902629440665,9
