FP_type,split_type,type,num_of_compounds,C,gamma,rmse,r2,mae
ECFP4,random,tr,350,4,0.011522573988900758,0.38243581542337735,0.9108510067737379,0.19140411371624944
ECFP4,random,va,350,4,0.011522573988900758,0.985808320428243,0.49129702666221764,0.8048169198356036
ECFP4,random,te,350,4,0.011522573988900758,1.22902856682872,0.397506241563958,0.9352027759978202
