FP_type,split_type,type,num_of_compounds,rmse,r2,mae,seed
ECFP4,random,tr,350,0.38243581542337735,0.9108510067737379,0.19140411371624944,0
ECFP4,random,va,350,0.985808320428243,0.49129702666221764,0.8048169198356036,0
ECFP4,random,te,350,1.22902856682872,0.397506241563958,0.9352027759978202,0
ECFP4,random,tr,350,0.270509239731394,0.9565363541339204,0.16113780401423597,1
ECFP4,random,va,350,1.4724963703014227,0.1943951007852479,1.0613549390972625,1
ECFP4,random,te,350,1.0505951793866821,0.03796320085091298,0.8596510963626957,1
ECFP4,random,tr,350,0.33803039169800503,0.9361283261581376,0.17149919344280945,2
ECFP4,random,va,350,1.1371223677907907,0.31928460285040194,0.8837190892175859,2
ECFP4,random,te,350,0.9905593368769432,0.2824485313755253,0.7696921584991951,2
ECFP4,random,tr,350,0.3712997738230117,0.9254428402299932,0.18488241281782483,3
ECFP4,random,va,350,1.0304409759927886,0.08238960026155395,0.8607048492741882,3
ECFP4,random,te,350,0.9318984870071051,0.38876042955636436,0.7257739720425529,3
ECFP4,random,tr,350,0.31532578844572345,0.9426013383153833,0.17771665036656703,4
ECFP4,random,va,350,1.0600651654097208,0.28086302359677306,0.883126444951275,4
ECFP4,random,te,350,1.3316781315132475,0.12300638118142027,0.8421454023965195,4
ECFP4,random,tr,350,0.38345808997510294,0.9183813099756727,0.19255237663972125,5
ECFP4,random,va,350,0.8925773669017311,0.3326370911637956,0.7395516407961714,5
ECFP4,random,te,350,1.0283875409061314,0.4313314171111623,0.7679501157310162,5
ECFP4,random,tr,350,0.36539300921555845,0.9237326787041356,0.18952467335003179,6
ECFP4,random,va,350,1.0257040363969732,0.37863941436117177,0.8540845807085324,6
ECFP4,random,te,350,1.0834468747801653,0.3704903377430757,0.8274268913167501,6
ECFP4,random,tr,350,0.36320059869707,0.9264093895958747,0.17623166527136735,7
ECFP4,random,va,350,1.1002333123451555,0.36105974166853994,0.884311314706478,7
ECFP4,random,te,350,1.1023816990726956,0.0840041863894897,0.935458631058433,7
ECFP4,random,tr,350,0.37424069735735543,0.9177313240363413,0.18941910824302088,8
ECFP4,random,va,350,1.0442925134206602,0.4845714339987589,0.8347593914944702,8
ECFP4,random,te,350,1.0093735051974844,0.44289401178964427,0.8184886997229643,8
ECFP4,random,tr,350,0.3488583268049725,0.9275361799010037,0.17862007446481432,9
ECFP4,random,va,350,1.0863826361554871,0.35676838305227165,0.8488531564038757,9
ECFP4,random,te,350,1.1216512818560975,0.4153434798255985,0.8086502511376601,9
