Smiles,DNNscore
CS(=O)(=O)c1ccc(-c2ccc(NC(=O)C3CCCC3)cc2)nn1,-7.209192752838135
CCC[C@H](C)NC(=O)c1ccc(NC(=O)CC)cc1,-7.185988426208496
C[C@@H](C(=O)NC1CCCCC1)[NH+]1CCN(c2ccccc2F)CC1,-7.156658172607422
CCCC(=O)Nc1ccc(C(=O)N2CCC(C)CC2)cc1,-6.940147876739502
Cc1cccc(N2CCN(C(=O)[C@H]3CCCN(c4nc5ccccc5[nH]4)C3)C[C@@H]2C)c1,-8.085423469543457
O=C(NCc1ccc(C[NH+]2CCCCC2)cc1)C(=O)Nc1ccc(F)cc1,-7.5333733558654785
Cc1cc(NC(=O)N2CCC[C@@H]2c2ccccc2C)ccc1Br,-7.348689556121826
CC(C)C(=O)Nc1c(C(=O)NC(C)(C)C)oc2ccccc12,-7.9250712394714355
O=C(CC1CCCC1)Nc1c(C(=O)N2CCOCC2)oc2ccccc12,-7.708058834075928
C[NH+]1CCN(C(=O)c2oc3ccccc3c2NC(=O)Cc2ccc(F)cc2)CC1,-8.819437980651855
O=C(NC1CCN(c2ccccc2C(=O)N2CC[NH+](C3CCCCCC3)CC2)CC1)c1cc(F)cc(F)c1,-6.999667644500732
O=C(N[C@H]1CCCc2ccccc21)[C@H](C1CCCC1)[NH+]1CCN(C(=O)CCc2ccccc2)CC1,-8.072010040283203
O=C(CCC[C@@H]1[C@H]2CCC[N@H+]3CCC[C@@H](CN1C(=O)c1cccnc1)[C@@H]23)NCc1cc[nH+]cc1,-7.779174327850342
O=C(CCC[C@@H]1[C@H]2CCC[N@H+]3CCC[C@@H](CN1C(=O)c1cccnc1)[C@@H]23)NCCc1nc2ccccc2[nH]1,-8.70689582824707
O=C(NCCCc1nc2ccccc2n1CCC1CCCCC1)C1CCCCC1,-7.294199466705322
Cc1ccc(NC(=O)NC2CCN(c3ccccc3C(=O)N3CC[NH+](C4CCCCCC4)CC3)CC2)cc1,-7.024380207061768
COc1ccc([C@H](CC[NH2+]Cc2ccccc2)[C@H]2CCOC(C)(C)C2)cc1,-7.498111248016357
O=C(CCS(=O)(=O)Cc1ccccc1)NC1CCCCC1,-7.524148464202881
Cn1c(=O)cc(SCC(=O)NCCC2=CCCCC2)c2ccc(Cl)cc21,-8.144022941589355
Cc1ccc(CNC(=O)CCSCc2ccccc2C)cc1,-7.95834493637085
CC(=O)c1ccc(NC(=O)c2cnc(N3CCCC3)nc2C)cc1,-7.167669773101807
Cc1ccc(C(=O)Nc2ccc(CC(=O)[O-])cc2)o1,-7.146223068237305
CCC[NH+](CCC)[C@@H]1Sc2ccc(C(=O)OC)cc2NC1=O,-7.7644829750061035
CCCn1c(=S)[nH]c2cc(C(=O)N3CC[NH+](C4CCCCC4)CC3)ccc2c1=O,-7.036703586578369
O=C(NC[C@H]1CCCO1)[C@H]1CC(=O)N(C2CCCC2)C1,-7.842165470123291
Cc1nc(NC[C@@H]2CCCO2)nc2c1C(=O)CC(C)(C)C2,-8.252182960510254
O=C(CCC1CCCCC1)Nc1nnc(C(F)(F)F)s1,-7.486240386962891
CCC(=O)Nc1cc(C(=O)[O-])ccc1Sc1ccc(C)cc1,-7.245101451873779
COc1ccc2nc(NC(=O)CCN3C(=S)NC(C)(C)C[C@@H]3C)sc2c1,-7.463499069213867
C[C@@H](CCc1ccccc1)NC(=O)CN1C(=O)NC2(CCCCC2)C1=O,-7.732118606567383
O=C(CCN1C(=O)[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1=O)Nc1ccccc1F,-7.516124248504639
CC1=C(C(=O)Nc2cccc(C(=O)NCc3ccccc3C)c2)SCCO1,-8.262060165405273
COc1ccc2[nH]c3c([O-])n(CCCC(=O)N[C@@H]4CCCC[C@H]4C)c(=S)nc3c2c1,-6.979040622711182
CC[NH+]1CCN(CCNC(=O)c2ccc(C[S@@](=O)c3ccc(Br)cc3)o2)CC1,-9.315190315246582
COC(=O)[C@@H](C(=O)NC[C@H]1CCCO1)C1CCCC1,-7.821053981781006
COc1ccc(C[NH2+]CC[C@H](c2ccccc2)[C@@H]2CCOC(C)(C)C2)cc1,-7.548593997955322
CC(C)C[C@H](NC(=O)[C@H]1CC[C@H](C)CC1)C(=O)Nc1ccc2c(c1)OCCO2,-7.495673656463623
COC(=O)CCC/C=C1/SC[C@@H](NC(=O)c2ccccc2)[C@@H]1O,-7.195885181427002
Cc1ccc(-c2cn3c(n2)sc2cc(C(=O)NCCC4=CCCCC4)ccc23)cc1,-8.171506881713867
CCCC(=O)Nc1ccc(C(=O)NCCCn2ccnc2)cc1,-7.039172649383545
CCC[C@@H](C)NC(=O)[C@@H]1CC(=O)N(CCc2ccc(F)cc2)C1,-8.259420394897461
C=CCC(CC=C)(NC(=O)c1cccc(C)c1)c1ccccc1,-8.578940391540527
COc1ccc(CNC(=O)c2ccc(N3CCCC3)c(NC(=O)NCc3ccc(C)cc3)c2)cc1,-7.410650730133057
O=C(CSCc1ccc(F)cc1)NC1CCCC1,-7.045076847076416
O=C(NC1CCCCC1)c1ccc(CSc2nc3cccnc3n2Cc2cccc(F)c2)cc1,-7.255838871002197
CCN(CC)c1cc(C)c2cc(NC(=O)[C@H]3CC[C@@H](C)CC3)ccc2[nH+]1,-7.082133769989014
COCCNC(=O)CSc1c2c(nc3ccc(Cl)cc13)CCCC2,-7.781501293182373
CC1CCN(C(=O)Cn2cc(SCC(=O)NC[C@H]3CCCO3)c3ccccc32)CC1,-8.661420822143555
CCOC(=O)C[C@H]1C(=O)NCC[N@H+]1C1CCCC1,-7.078788757324219
COc1ccccc1NC(=O)CC[N@@H+]1C[C@H](C)O[C@H](C)C1,-7.2155585289001465
O=C([O-])c1ccc(NCc2nc3ccccc3n2CCOc2ccccc2Cl)cc1,-7.461573123931885
O=C(NC1CCCCC1)c1ccc(Cn2c(SCc3ccccc3F)nc3cccnc32)cc1,-7.513392448425293
Cc1ccc(C(C)C)c(OCC(=O)NCC2(N3CCOCC3)CCCCC2)c1,-7.893142223358154
CC1=C(C(=O)OCC2CCCCC2)[C@@H](c2cccc(F)c2F)CC(=O)N1,-7.87206506729126
CC(C)C(=O)Nc1c(C(=O)N2CCN(c3ccccc3F)CC2)oc2ccccc12,-7.415189266204834
O=C(NCC[NH+]1CCCC1)c1ccc2c(c1)N(Cc1cccc(Cl)c1)C(=O)c1ccccc1S2(=O)=O,-8.192469596862793
Cc1ccc(C[NH+]2CCC(CNC(=O)c3cc4ccc5cccnc5c4[nH]3)CC2)cc1,-8.542381286621094
O=C(CCN1C(=O)[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1=O)NC1CCCCC1,-7.209690570831299
CCOc1ccc(NC(=O)CCN2C(=S)NC(C)(C)C[C@@H]2C)cc1,-6.977267265319824
Cc1ccc(OCC(=O)NCC2([NH+]3CCN(C)CC3)CCCCC2)cc1C,-7.744801998138428
CCc1nc2ccc(C(=O)NCCCN3CCN(c4ccccc4F)CC3)cc2nc1CC,-7.62662935256958
CCOc1ccc(-c2nc(CSCC(=O)N[C@@H]3CCC[C@H](C)[C@H]3C)c(C)o2)cc1,-7.290930271148682
O=C(Nc1ccccc1)N1CCC[C@@H]1c1cccs1,-7.005453586578369
O=C(Nc1c(C(=O)N2CCN(c3ccccc3)CC2)oc2ccccc12)c1ccccc1F,-7.6421051025390625
O=C(NC1CCCCCC1)[C@@H]1[C@@H]2C=C[C@@]3(CN(Cc4cccnc4)C(=O)[C@H]13)O2,-7.650825500488281
O=C(CCN1C(=O)[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C1=O)Nc1c(F)cc(F)cc1Br,-7.8482232093811035
CC[C@@H](C)NC(=O)Cn1ccc2c(C)nn(C)c2c1=O,-7.388946056365967
CC(C)CCC(=O)N1CCC2(CC1)C[C@](C)(O)CCO2,-7.4692206382751465
O=C(c1n[nH]c2ccccc12)N1C[C@H](CO)C2(CC[NH2+]CC2)C1,-7.64446496963501
CC[NH+]1CCN(CCCNC(=O)c2cc3cn(C4CC4)cc3s2)CC1,-8.073407173156738
CCOC(=O)C1=C(CN2CCN(C(=O)NC(C)(C)C)[C@H](C)C2)N(C)C(=O)N[C@H]1c1ccc(Cl)cc1Cl,-8.620060920715332
Cc1ccc(C)c(NC(=O)N2CCN(c3nc(N4CCCC4)cc(C)[nH+]3)CC2)c1,-7.067272663116455
O=C(CCc1ccc2nc[nH]c2c1)Nc1ccc(F)cc1,-7.536332607269287
N#Cc1ccc(C(=O)N(CCC(=O)N2CC[NH2+]CC2)C[C@H]2CCCO2)cc1,-7.369100093841553
O=C([O-])CSc1c2c(nc3cc(C(=O)Nc4cccc(Cl)c4)ccc13)CCC2,-7.818163871765137
NC(=O)[C@@H]1C[N@@H+](C2CCSCC2)C[C@H]1COc1ccccc1,-7.509485721588135
O=C1CC[C@]2(C(=O)NCCN3CCOCC3)CCC=C2N1C1CCCC1,-7.550795555114746
Cc1cnn(CCC(=O)N2CCC([N@H+]3CC(F)(F)C[C@H]3CO)CC2)c1,-7.7316131591796875
CN1C(=O)c2ccccc2CC[C@H]1C(=O)NC1CCCC1,-7.090510368347168
