Smiles,gcnscore
O=C(Cc1c[nH]c2ccccc12)NCCNc1ccc(Nc2cc[nH+]cc2)nn1,-7.38922643661499
CC(C)(C)OC(=O)NCC1CCCC1[NH2+]CCS(N)(=O)=O,-7.4660258293151855
CC(=O)Nc1cc(NC(=O)c2ccccc2SCC(=O)NC23CC4CC(CC(C4)C2)C3)ccc1F,-7.958755016326904
CCCSc1ccccc1NC(=O)CSc1n[nH]c(N/N=C/c2cccc(Cl)c2)n1,-6.958993434906006
Cc1ccc(C(NC(=O)CCNc2ccc(S(N)(=O)=O)cc2[N+](=O)[O-])c2cccs2)cc1,-8.038436889648438
O=[N+]([O-])c1cc(/C=N\Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)ccc1SCCO,-6.034456729888916
CC(=O)CCC(=O)OC1CC(n2c[nH+]c3c2N=CNC3NC(=O)c2ccccc2)OC1OP(=O)([O-])Oc1ccc(Cl)cc1,-7.212085723876953
NC(=O)COc1ccc(C2C(C(=O)c3ccccc3)=C([O-])C(=O)N2CC[NH+]2CCOCC2)cc1,-7.731982707977295
CCN(CCNC(=O)c1ccc(/C=C2/Sc3ccccc3N(Cc3ccccc3C)C2=O)cc1)c1ccccc1,-7.726144313812256
S=C(NCc1ccc2c(c1)OCO2)NNC(=S)NCc1ccc2c(c1)OCO2,-9.29158878326416
O=C(COc1ccc(Cl)cc1Cl)NNC(=S)[N-]C(=O)c1sc2ccccc2c1Cl,-8.264154434204102
Cc1ccc(CCCO)c(NCc2ccc3[nH+]c(NCCCN4CCOCC4)n(Cc4nc(C)ccc4O)c3c2)c1,-8.591911315917969
O=C(CCCC1=c2ccccc2=NC1)NNC(=O)COc1cccc(Br)c1,-7.925937652587891
CC(SC1N[NH+]=C(C2=c3ccccc3=NC2)N1c1ccccc1)C(=O)Nc1ccc(C(N)=O)cc1,-7.071269989013672
[NH3+]NC(Cc1ccco1)c1ccc(Br)c(C(F)(F)F)c1,-8.481501579284668
CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(NC4CCC(OC(=O)C[NH3+])CC4)c3)c2C1,-6.5758562088012695
CC1CCCC(CO)([NH2+]CCCC(C)(C)/C(N)=N/O)C1,-6.749180793762207
CCCCSc1ccccc1NC(=O)CSc1n[nH]c(N/N=C/c2c(O)ccc3ccccc23)n1,-6.603546619415283
CN(CCO)c1ccc(/C=N\NC(=S)Nc2cccc(C(F)(F)F)c2)cc1,-7.365059852600098
CCCn1c(SC(C)C(=O)Nc2ccc(C(N)=O)cc2)nc2ccc(C(F)(F)F)cc21,-7.750194072723389
CCOc1ccc(C2Nc3ccc(OCCCc4ccccc4)cc3C3C=CCC32)cc1,-8.312386512756348
N#C/N=C(\Nc1ccc(CC[NH2+]CC(O)c2cccnc2)cc1)Nc1cccc(C(N)=O)c1,-7.537302494049072
CC(C)C(NC(=O)c1ccco1)C(=O)NCC(c1ccc(N(C)C)cc1)c1c[nH]c2ccccc12,-8.39415454864502
Cc1ccc(CN(C(=O)CCS)C(C(=O)NC(C)(C)CC(C)(C)C)c2c(O)cc(O)cc2O)o1,-5.965146541595459
O=C(Nc1ccc(CC[NH2+]CC(O)c2cccnc2)cc1)c1ccccc1C1CCCCC1,-7.798874378204346
COCCNc1nc2cc(Cl)ccc2n(CCNc2ncc(C(F)(F)F)cc2Cl)c1=O,-8.121904373168945
CN1CCCCC([NH3+])C1c1cc(Cl)c2c(c1)OCCCO2,-6.8908915519714355
CC1=NC(C)=C(C(=O)OCC[NH+](C)C)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OCCNC(=O)c1cccnc1,-7.314301490783691
O=S(=O)(Nc1ccc(CC[NH2+]CC(O)c2cccnc2)cc1)c1ccc(-c2noc(COc3ccccc3O)n2)cc1,-8.964695930480957
CC(C)[NH2+]CC(O)COc1ccccc1CCCn1cc(C[NH2+]Cc2cn(CCCc3ccccc3OCC(O)C[NH2+]C(C)C)nn2)nn1,-7.968784809112549
COCCn1ncc(Br)c1C(CSCC(C)C)NN,-6.103191375732422
CCC([NH3+])C(Sc1n[nH]c(=O)n1C(C)C)c1ccc(Br)s1,-6.016470432281494
CCN(C(=O)CC1CCCC1)C1CCCCC1C[NH3+],-6.940616130828857
CCCOc1cccc(/C([O-])=C2\C(=O)C(=O)N(CCC[NH+](CC)CC)C2c2ccc(N(C)C)cc2)c1,-7.641077995300293
CC(O/N=C(/N)c1ccccc1C[NH+]1CCCCC1)C(=O)Nc1ccccc1C(F)(F)F,-8.272477149963379
CCc1c(C(=O)CO/N=C(/N)c2ccccc2C[NH+]2CCCCC2)[nH]c(C)c1C(C)=O,-7.430469512939453
CCCCOc1cccc(C2c3c(-c4cc(Cl)ccc4O)n[nH]c3C(=O)N2CCCOC(C)C)c1,-7.429995059967041
CNC(=O)c1cccc(NC(=O)CSCCCC(=O)Nc2c(C)cccc2C)c1,-8.405233383178711
Cc1cccc(C(C)C)c1NC(=O)CSC1NNC(c2cc(-c3ccc(Cl)cc3)n[nH]2)N1N,-8.116814613342285
CCn1c(CNC(=O)c2ccc(OC)cc2)nnc1SCC(=O)Nc1ccc(Cl)c(C(=O)OC)c1,-7.063883304595947
CCCCOc1cccc(/C([O-])=C2\C(=O)C(=O)N(CCC[NH+](CC)CC)C2c2cccc(O)c2)c1,-7.5780463218688965
NC(=O)CC(NC(=O)C(Cc1ccccc1)n1c(=O)[nH]c2ccccc2c1=O)C(=O)NCC1CCC(C(=O)[O-])CC1,-7.333042621612549
C=CCOc1c(Br)cc(C=NNC(=O)C(=O)N/N=C/c2cc(Br)c(OCC=C)c(OC)c2)cc1OC,-5.476385116577148
CCCCC/C=C/C/C=C/C=C/C=C/C(SCC(NC(=O)CCC([NH3+])C(=O)[O-])C(=O)[O-])C(O)CCCC(=O)[O-],-7.08870267868042
COc1cc(/C=N/NC(=O)c2nnn(-c3nonc3N)c2CN2CCCCC2)cc(Br)c1OCc1cccc(C)c1,-7.030471324920654
CCOC(=O)CNC(=O)C(CSCc1ccccc1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)C,-7.497437000274658
CCOc1cc(/C=N/Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)ccc1OC(=O)c1cccc([N+](=O)[O-])c1,-5.689092636108398
COC(=O)c1ccccc1NC(=O)NCCn1cnc2cc(C(=O)NC(C)C)ccc21,-7.4208526611328125
CCCC[NH+](CCO)C(c1ccc(Br)s1)C(N)CC,-5.994204998016357
NNC(c1ccc(OC2CC2)cc1)c1ccc(Br)s1,-8.517265319824219
CC[NH+](CC)C(CCCCNC(=O)c1ccccc1)C(=O)N/N=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1,-7.2500834465026855
CCOC(=O)c1ccc(NC(=S)NC(NC(=O)COc2ccc(CC)cc2)C(Cl)(Cl)Cl)cc1,-7.1486992835998535
CCC[NH+]1CCc2c(sc(Nc3nc4ccc(F)cc4s3)c2C(N)=O)C1,-8.117756843566895
Nn1c(NN=C(Cc2ccccc2)Cc2ccccc2)nnc1SCCC(=O)NCc1ccco1,-8.205277442932129
COc1ccccc1NC(=O)CCSc1nnc(N/N=C/c2cnn(C(C)C)c2)n1N,-5.8721923828125
CCOC(=O)C(NC(=O)c1ccc(F)cc1)(Nc1sc2c(c1C(N)=O)CCCC2)C(F)(F)F,-7.8516411781311035
CCCCC/C=C\C/C=C\C=C/C=C\C(SCC([NH3+])C(=O)[O-])C(O)CCCC(=O)OC,-7.049047946929932
[NH3+]CCCNc1ncc(C(=O)NCc2ccccc2)c(NCC2CCCCC2)n1,-8.187515258789062
O=C(Nc1ccc(N2CCC([NH2+]CC3(N4CCOCC4)CCCCC3)CC2)cc1)c1ccccc1F,-7.266153335571289
CCCCCOc1ccc(C2C(C(=O)c3cc(C)ccc3C)=C(O)C(=O)N2CCC[NH+](C)C)cc1OC,-8.240657806396484
COC(=O)CSCCCc1ccccc1OCC(O)C[NH2+]C(C)C,-7.919737339019775
CCCCC/C=C\C(=O)N(Cc1ccco1)C(C(=O)NC(C)(C)C)c1c(O)cc(O)cc1O,-7.41387414932251
NC(=O)C1([NH3+])CCCC1CCOc1ccc(F)cc1F,-7.866048336029053
