l2,lr,gcn_hidden_feats,classifier_hidden_feats,rmse,r2,mae,type,split,model,seed
1e-08,0.03162277660168379,"(256, 128)",128,1.1483322406721153,0.29933846926972685,0.8536848,tr,random,gcn,0
1e-08,0.03162277660168379,"(256, 128)",128,1.0708930118916624,0.1388460725613091,0.79843765,va,random,gcn,0
1e-08,0.03162277660168379,"(256, 128)",128,1.276819010518579,0.12127683368586062,0.91990626,te,random,gcn,0
