rmse,mae,r2,type,split,model,seed
1.1483322406721153,0.8536848,0.29933846926972685,tr,random,gcn,0
1.0708930118916624,0.79843765,0.1388460725613091,va,random,gcn,0
1.276819010518579,0.91990626,0.12127683368586062,te,random,gcn,0
1.0619742831943713,0.79732907,0.4007594920478804,tr,random,gcn,1
1.1085590531858596,0.8185064,0.07720265058955178,va,random,gcn,1
1.232852431352867,0.86821526,0.18075162337935835,te,random,gcn,1
1.097582885896951,0.80638003,0.35990001951680206,tr,random,gcn,2
1.1346059874029821,0.830224,0.03332881875566385,va,random,gcn,2
1.260410161697794,0.9168407,0.14371716881579932,te,random,gcn,2
1.0392537908936883,0.78323454,0.42612614570342533,tr,random,gcn,3
0.9596948109245507,0.7100284,0.3084000974012604,va,random,gcn,3
1.2564457166811345,0.8703945,0.14909536720823457,te,random,gcn,3
1.0935113919069828,0.81662494,0.3646401249768637,tr,random,gcn,4
1.044153348001071,0.7687617,0.18131430575879726,va,random,gcn,4
1.2261864638516426,0.89460695,0.18958688660200906,te,random,gcn,4
1.0378135115547615,0.7851248,0.4277157218954929,tr,random,gcn,5
1.0696665352971546,0.7927645,0.14081730440396512,va,random,gcn,5
1.332753989398848,1.0128174,0.04260008415011918,te,random,gcn,5
1.163629592173419,0.89343715,0.2805466031884054,tr,random,gcn,6
1.0692412312691917,0.75377214,0.1415004905167513,va,random,gcn,6
1.3566242756340323,0.99667364,0.007997916445784736,te,random,gcn,6
0.9736618603933052,0.73802316,0.49627965481085234,tr,random,gcn,7
1.024019265261861,0.757997,0.21258277395608438,va,random,gcn,7
1.318741309331669,0.93166196,0.06262658002754862,te,random,gcn,7
0.9331892086762246,0.70484126,0.5372860357570539,tr,random,gcn,8
1.064430166574374,0.81132585,0.14920873422469472,va,random,gcn,8
1.250910665665965,0.8877269,0.15657586525968115,te,random,gcn,8
1.0493083969527683,0.80504197,0.41496823822017603,tr,random,gcn,9
1.0412833780203012,0.7607368,0.18580855573571642,va,random,gcn,9
1.3020325561795216,0.9598491,0.08622958730473795,te,random,gcn,9
