l2,lr,gcn_hidden_feats,classifier_hidden_feats,rmse,r2,mae,type,split,model,seed
0.0001,0.03162277660168379,"(256, 128)",256,0.7453805200659299,0.6830793727089655,0.5960687,tr,random,gcn,0
0.0001,0.03162277660168379,"(256, 128)",256,1.4460430051863986,0.09714444478773254,0.99689287,va,random,gcn,0
0.0001,0.03162277660168379,"(256, 128)",256,1.1949106675439547,-0.24454234987605195,0.93017554,te,random,gcn,0
