rmse,mae,r2,type,split,model,seed
0.7453805200659299,0.5960687,0.6830793727089655,tr,random,gcn,0
1.4460430051863986,0.99689287,0.09714444478773254,va,random,gcn,0
1.1949106675439547,0.93017554,-0.24454234987605195,te,random,gcn,0
1.2047834979053087,0.9504509,0.17203404275729528,tr,random,gcn,1
1.4222407447002845,0.8635155,0.12662214821980833,va,random,gcn,1
1.2836672148342212,0.99886495,-0.43629495389369466,te,random,gcn,1
0.6520988781409697,0.4965671,0.7574388094019756,tr,random,gcn,2
1.4081335804521649,0.9528556,0.14386228034658277,va,random,gcn,2
1.1157949344921394,0.8430648,-0.0851943641450652,te,random,gcn,2
0.8515922121236574,0.65753204,0.5863263708654265,tr,random,gcn,3
1.428918433619762,0.9440626,0.11840161618560663,va,random,gcn,3
1.1303740993649296,0.93213797,-0.11373831954397917,te,random,gcn,3
0.9109804081176234,0.69885147,0.5266171261807178,tr,random,gcn,4
1.393044157014315,0.9783846,0.1621126465023598,va,random,gcn,4
7.097553325908255,2.0428066,-42.909253075928355,te,random,gcn,4
0.8637660464771247,0.67547894,0.574414635958699,tr,random,gcn,5
1.2967136696351576,0.94133914,0.2739874860071919,va,random,gcn,5
1.035555377523828,0.8612031,0.06527159263581839,te,random,gcn,5
0.9685574309396169,0.76371276,0.4648874059252135,tr,random,gcn,6
1.3741303207806637,1.0243094,0.184710750742612,va,random,gcn,6
1.1708471749914093,0.9433549,-0.1949209063416648,te,random,gcn,6
0.6784263398365252,0.51607275,0.7374573574463383,tr,random,gcn,7
1.393308044292314,0.8157887,0.16179511896748777,va,random,gcn,7
1.3418221061810804,1.0459714,-0.5693818930788019,te,random,gcn,7
0.8249841905292855,0.6448736,0.611773068232387,tr,random,gcn,8
1.4928068303764568,1.1385293,0.037804902731448875,va,random,gcn,8
1.2564596636969678,1.0191379,-0.37605510620602,te,random,gcn,8
0.761914897997451,0.6048781,0.6688632618557876,tr,random,gcn,9
1.4621989470146102,1.0472542,0.0768572819780059,va,random,gcn,9
1.309840323129599,1.0481244,-0.49546234560694047,te,random,gcn,9
