FP_type,split_type,type,num_of_compounds,rmse,r2,mae,seed
ECFP4,random,tr,175,1.1363475730142405,0.12565277621416282,0.8887059295930976,0
ECFP4,random,tr,175,1.614543429538897,-0.15449455230935372,1.1771113081209845,0
ECFP4,random,tr,175,1.2771317635805146,-0.07352885256880137,1.0967238353456084,0
ECFP4,random,tr,175,1.1886774580531319,0.14095459365124285,0.9216240695196778,1
ECFP4,random,va,175,1.0713101133814467,0.17279153143060777,0.931520555809312,1
ECFP4,random,te,175,1.1424840191427255,-0.018107058011035182,0.8926472954613723,1
ECFP4,random,tr,175,1.1648273326205605,0.13349818848167672,0.8915733457019802,2
ECFP4,random,va,175,1.3117319970894974,-0.09108286204994753,1.0689406196465827,2
ECFP4,random,te,175,1.320302477517057,-0.022175945554735677,1.0675877718244715,2
ECFP4,random,tr,175,1.2006151277421646,0.17448941959775943,0.9292919048521787,3
ECFP4,random,va,175,0.9860415777255582,-0.03621055805723694,0.7900799346882121,3
ECFP4,random,te,175,1.0125696990294424,-0.12331572536356639,0.8107095606503724,3
ECFP4,random,tr,175,1.1625621312834453,0.06524732336935879,0.9449899373683673,4
ECFP4,random,va,175,1.821532246321542,0.008182621561120818,1.3255485905754607,4
ECFP4,random,te,175,0.9956254583019729,-0.45902688320324625,0.6983097192613885,4
ECFP4,random,tr,175,1.1378143033687798,0.16642743989464692,0.8982620913506931,5
ECFP4,random,va,175,1.2156825100631563,-0.013986130021726106,0.9408381143654864,5
ECFP4,random,te,175,1.4548740471924715,-0.14032156665561213,0.973971455159369,5
ECFP4,random,tr,175,1.128856260943283,0.1724131373751081,0.8665344608955796,6
ECFP4,random,va,175,1.1253736148175426,-0.20282721115523294,0.9020031185613185,6
ECFP4,random,te,175,1.517849082814459,0.013062657182808635,1.2010042821613358,6
ECFP4,random,tr,175,1.118351455044984,0.17147517566783965,0.8961606687049535,7
ECFP4,random,va,175,1.3894844607162655,-0.05813791535091495,0.996349265109523,7
ECFP4,random,te,175,1.4228504924444538,-0.08994631548394638,1.1848967773730843,7
ECFP4,random,tr,175,1.1797019384210574,0.13949696982797455,0.930005946848447,8
ECFP4,random,va,175,1.3816643866091514,-0.026551394174381127,1.0593574027043349,8
ECFP4,random,te,175,1.0979318079861853,-0.3137614577050529,0.7429817789137253,8
ECFP4,random,tr,175,1.1955542239938772,0.08609731244980312,0.9203050236807295,9
ECFP4,random,va,175,1.1083780065804656,0.05915088888135567,0.8308781982537239,9
ECFP4,random,te,175,1.4994112352268287,-0.02506961652842632,1.3234764029283153,9
