seed,FP_type,split_type,type,rmse,mae,r2
0,ECFP4,random,tr,0.8352634172044141,0.6199467,0.6475510270049518
0,ECFP4,random,va,0.929983781037365,0.73596513,0.4750054925667916
0,ECFP4,random,te,1.1723292169861108,0.8480493,0.37455963748463805
