FP_type,split_type,type,num_of_compounds,max_depth,num_leaves,learning_rate,subsample,rmse,r2,mae
ECFP4,random,tr,1225,11,24,0.06596816347781147,1.0,0.7383960961724353,0.7010452090187194,0.5554383093123229
ECFP4,random,va,1225,11,24,0.06596816347781147,1.0,0.9054962052276333,0.35243646622483804,0.6689882032103012
ECFP4,random,te,1225,11,24,0.06596816347781147,1.0,1.273478931628082,0.0904293292477093,0.8860756443678508
