rmse,mae,r2,type,split,model,seed
0.9493633207264505,0.7203137,0.47964803158942537,tr,random,gcn,0
1.0253352849649906,0.7868917,0.38231348213311456,va,random,gcn,0
1.2551218480538928,0.9089212,0.002929856377603124,te,random,gcn,0
0.9338315716697974,0.71033573,0.4965348778482457,tr,random,gcn,1
1.042045155745738,0.8123099,0.36201662586490124,va,random,gcn,1
1.1806008043531042,0.8738636,0.1178141699570373,te,random,gcn,1
1.1584134867720806,0.88137233,0.2252537644064031,tr,random,gcn,2
1.175483488482093,0.8903826,0.18816207056081802,va,random,gcn,2
1.1858387922338716,0.8665163,0.10996886271217754,te,random,gcn,2
1.0131330583217788,0.7650595,0.407395101445417,tr,random,gcn,3
1.045348634651246,0.81853426,0.35796517920359006,va,random,gcn,3
1.1115010266146979,0.8343555,0.21805953496962416,te,random,gcn,3
0.9221858131033898,0.7052567,0.5090139808700278,tr,random,gcn,4
1.0868450187421892,0.8561548,0.3059806636592982,va,random,gcn,4
1.2572803674847004,0.9310914,-0.0005024666668886901,te,random,gcn,4
0.5627391889441176,0.42221358,0.8171703530337648,tr,random,gcn,5
1.0238948702751036,0.80518436,0.3840478174024353,va,random,gcn,5
1.3050351165197553,0.98557377,-0.07794922265570148,te,random,gcn,5
1.0719286557661725,0.8163299,0.33661749426266896,tr,random,gcn,6
1.0609356639997862,0.8080648,0.3386758353935694,va,random,gcn,6
1.2136422744544695,0.94632614,0.0677437298847301,te,random,gcn,6
0.9649424637556193,0.7404191,0.46242993289426637,tr,random,gcn,7
1.0835149074879105,0.8274398,0.31022720352974786,va,random,gcn,7
1.181559511033106,0.8735876,0.1163807930434273,te,random,gcn,7
1.185584933378649,0.8978363,0.18848301610030416,tr,random,gcn,8
1.201660106648084,0.9014623,0.15160203321173715,va,random,gcn,8
1.1763790803270446,0.8770772,0.1241121020258148,te,random,gcn,8
1.0432348590504443,0.804836,0.3716574056063727,tr,random,gcn,9
1.0277253809165254,0.75402296,0.37943041795919397,va,random,gcn,9
9.007682064862227,1.6307037,-50.354677804154896,te,random,gcn,9
