FP_type,split_type,type,num_of_compounds,rmse,r2,mae,seed
ECFP4,random,tr,350,0.5992815849890353,0.7824331231166269,0.47114253796260114,0
ECFP4,random,va,350,1.083785043255027,0.3502612754320342,0.7128155540579513,0
ECFP4,random,te,350,1.1604128963123244,0.46290180778411316,0.8607325853672237,0
ECFP4,random,tr,350,0.5603145198639192,0.8135228171790526,0.44269574646795723,1
ECFP4,random,va,350,1.531376755858305,0.1286798963165776,1.0882363824913752,1
ECFP4,random,te,350,1.128007289258972,-0.10903356271576681,0.923983157317486,1
ECFP4,random,tr,350,0.5863532016417174,0.8078168081816471,0.4499482451320257,2
ECFP4,random,va,350,1.2202924793352283,0.21606683389821268,0.9784042168908327,2
ECFP4,random,te,350,1.0475687124370052,0.1974777101227625,0.7888272211511044,2
ECFP4,random,tr,350,0.6067474489566279,0.8009070397293951,0.4681135805424661,3
ECFP4,random,va,350,1.0069762085730583,0.12370465240278516,0.8220604913689803,3
ECFP4,random,te,350,0.9619732255085981,0.34867129638801087,0.754857427452779,3
ECFP4,random,tr,350,0.5825379532861304,0.8041014429812356,0.45248115851723514,4
ECFP4,random,va,350,1.083651053456996,0.2485061897106292,0.8879315737583978,4
ECFP4,random,te,350,1.3631131140632275,0.08111388401805997,0.9915973550633483,4
ECFP4,random,tr,350,0.6002521557218122,0.8000040193901463,0.46013831826776,5
ECFP4,random,va,350,1.0928383641215484,-0.00041959610384023627,0.8897799336517697,5
ECFP4,random,te,350,1.1346173465639648,0.3077794938045527,0.9227555227192058,5
ECFP4,random,tr,350,0.6100087550635018,0.7874357810157213,0.46902622907463953,6
ECFP4,random,va,350,1.006410826191264,0.40179481612063783,0.8454196085815686,6
ECFP4,random,te,350,1.156704785342162,0.2824829546966734,0.8537665944945402,6
ECFP4,random,tr,350,0.5778177809233261,0.8137436457560248,0.44035314904504635,7
ECFP4,random,va,350,1.143710751951938,0.3095645522431735,0.9581074002009556,7
ECFP4,random,te,350,1.1011866117310045,0.08598916423463265,0.9260268956522791,7
ECFP4,random,tr,350,0.6273580170838263,0.7688130130457732,0.48805475366510287,8
ECFP4,random,va,350,0.9950497521177957,0.5320345966413913,0.8020968258023432,8
ECFP4,random,te,350,1.0032533625305846,0.44962934113939534,0.7589745336466349,8
ECFP4,random,tr,350,0.5862700965982235,0.795346807308855,0.45244414204888034,9
ECFP4,random,va,350,1.09214360549248,0.3499283199005897,0.8490139091780794,9
ECFP4,random,te,350,1.1760783712966212,0.3572270238072758,0.8221299146877483,9
