Smiles,docking score,SVMscore
O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.443,-3.4666856453988366
O=C1NC(c2ccc([NH+]([O-])O)s2)Nc2ccccc21,-7.443,-3.485023635447819
CC[C@]1(O)C[C@H](O[C@@H]2C[C@H](N)[C@@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC,-7.41,-6.171159017112028
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-7.365,-6.534799270538957
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,-7.226,-4.54443858759538
O=c1c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2oc2c(O)ccc(O)c12,-7.213,-7.312710869171528
ONc1ncnc2c1ncn2Cc1ccccc1,-7.211,-4.499381390191136
Cc1ccc(NCC2(O)OCC(O)C(O)C2O)cc1,-7.179,-6.177412394756982
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)[C@H](I)[C@H](O)[C@@H]1O,-7.172,-7.0720737164633976
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,-7.126,-5.61267702657719
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-7.113,-5.466121000781844
OC1COC(NCCc2c[nH]c3ccccc23)C(O)C1O,-7.109,-5.518687398822545
O=c1c(O)c(-c2ccc(OCCO)c(OCCO)c2)oc2cc(OCCO)cc(O)c12,-7.1,-5.664754589252176
C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,-7.076,-3.9755912681256946
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-7.055,-5.377024469035334
O=C1N[C@@H](c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.054,-3.4666856453988366
O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O,-7.003,-5.371875357342037
Nc1nc(O)c2ncn(C3C=CC(CO)C3)c2n1,-6.997,-5.271892362640456
Nc1ncnc2c1ncn2C(c1ccccc1)c1ccccc1,-6.995,-3.872239265077007
OCC1OC(n2cnc3c(NCC(O)COc4cccc5ccccc45)ncnc32)C(O)C1O,-6.988,-6.887780662886422
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,-6.98,-5.736415939095512
CCC[C@@H](C)C[C@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@H](C)C[C@H](O)CCCC[C@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-6.971,-6.870839747075711
CC(C)(C)N(Cc1ccccc1)CC(O)c1ccc(O)c(CO)c1,-6.962,-5.819471324005167
Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1O,-6.961,-6.116466187286475
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N(C)C)[C@@H](O)[C@H](C)O1,-6.957,-5.484406194921123
NNc1nnc(NN)c2ccccc12,-6.953,-3.8661977331510933
O=C1c2ccccc2C(=O)c2c1ccc(C1OC(CO)C(O)C(O)C1O)c2O,-6.944,-6.4135824755991235
O=NN(CC(=O)O)CC1(O)OCC(O)C(O)C1O,-6.941,-5.532783341114074
Oc1ccc(O)c2c(O)c3ccccc3c(O)c12,-6.936,-4.226022215933812
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,-6.927,-3.7261471616272392
O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(O)c(C(=O)O)c5)c5cc(S(=O)(=O)O)ccc45)cc3)cc2)ccc1O,-6.927,-3.9229439314982937
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(=O)CC(O)(C(C)=O)C4,-6.926,-4.524191330153787
OC[C@H]1CC[C@@H](n2cnc3c(O)ncnc32)O1,-6.915,-4.842677825324151
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,-6.901,-6.457530743218576
Oc1ccc(OP2(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=N2)cc1,-6.894,-3.4932825569651165
Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,-6.881,-4.241284841961083
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,-6.867,-5.050313650819655
O=NN(CC(=O)O)C[C@]1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,-6.858,-5.532783341114074
Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,-6.851,-4.350073076673498
O=C1CN(CCCN2CC(=O)NC(=O)C2)CC(=O)N1,-6.829,-2.9553593228080106
O=NN1CCSC1C(O)C(O)C(O)C(O)CO,-6.812,-6.16095975641322
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,-6.808,-6.363308695855988
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,-6.787,-5.6362683241732965
OC1C=CC2=C(c3cccc4cccc2c34)C1O,-6.772,-4.227021954275116
COc1cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2cc1OC,-6.768,-5.079623523704688
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,-6.764,-3.3396690334533004
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,-6.76,-5.341132791646309
Nc1c2ncn(C(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.753,-3.958062613349944
COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.746,-6.84606270625004
Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,-6.726,-4.466777889000086
Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)c(C(=O)O)c5)cc4)cc3)c(O)c2c1,-6.721,-4.678528757805455
[O-][n+]1cccc2cccc(O)c21,-6.713,-4.424706461942897
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,-6.705,-6.8050955653562015
CN(C)CCNC(=O)c1cc2ccccc2c2cccnc12,-6.681,-4.40080276532554
O=C1NC(=O)C(Cl)C1=C(Cl)Cl,-6.676,-3.279912782774759
[O-][n+]1onc2c([NH+]([O-])O)ccc(N3CCN(CCO)CC3)c21,-6.674,-4.397643777768787
CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,-6.671,-5.576045590793019
Oc1ccc(O)c(O)c1,-6.668,-4.406877584186551
NCC1CCC(C(=O)c2ccc(CCC(=O)O)cc2)CC1,-6.651,-4.427320303512421
OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,-6.643,-6.372746765512807
CCN1CCNC(=O)C1=O,-6.63,-3.1389419289114673
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-6.627,-5.669258819925254
CC(C)NCC(O)COc1cccc2c1OCC(O)C2,-6.609,-4.780811552807137
O=C1c2c3c(O)ccc4c3c(c3c(O)ccc(c23)C2OC12)C(O)C1OC41,-6.601,-5.484434597912339
O=C1NC(=O)c2ccccc21,-6.593,-3.0752043989731335
CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O,-6.591,-4.9037762917192165
O=C1c2cccc(O)c2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cccc21,-6.577,-6.629129182127395
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,-6.57,-4.557862875570091
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3sc12,-6.536,-4.0604754022741485
COc1cc2c3c(c1O)-c1cc4c(cc1CC3N(C)CC2)OCO4,-6.534,-4.688103368367689
O=C(O)C1Cc2c([nH]c3ccccc23)C(Cc2ccccc2O)N1,-6.529,-4.506109202693332
O=C1c2cccc(O)c2C(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cccc21,-6.529,-6.629129182127395
CCNc1nc(Cl)nc(NCC)n1,-6.523,-3.1257508429909824
CCOC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1cccc(N(CCCl)CCCl)c1)NC(=O)[C@@H](N)Cc1ccc(F)cc1,-6.52,-3.9960261605380323
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(O)C1)C(=O)c1c(O)cccc1C3=O,-6.513,-4.9752695684817505
CC(=O)c1cc(N)ccc1OCC(O)CNC(C)(C)C,-6.511,-5.568735424341842
OCc1cc2ccc3cccnc3c2[nH]1,-6.508,-4.198742153498003
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,-6.493,-5.167054033385698
OCC1OC(n2cnc3c(NO)ncnc32)C(O)C1O,-6.485,-6.224229669493717
Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,-6.469,-4.463486826679986
OCC(O)C(O)C(O)C(O)CO,-6.458,-4.779239498341374
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,-6.446,-6.043143554618444
Cc1cc(O)c2c(c1)C(=O)c1cc(OC3OC(C)C(O)C(O)C3O)cc(O)c1C2=O,-6.444,-6.347798217051933
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1CC(O)C(CO)O1,-6.441,-4.887594671420649
Nc1ncnc2c1ncn2[C@@H]1CC[C@H](CO)O1,-6.439,-4.45919547330582
Nc1ncnc2c1ncn2C1CCC(CO)O1,-6.439,-4.45919547330582
O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO,-6.438,-5.329507694879386
CC[C@]1(O)C[C@@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@@H]1C(=O)OC,-6.428,-5.614532127878633
O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO,-6.428,-6.240723894562726
O=C1NC(=O)[C@@H]2CC=CC[C@H]12,-6.424,-2.6622454261124724
O=C1NC(=O)C2CC=CCC12,-6.424,-2.6622454261124724
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,-6.423,-5.573392910192254
O=[N+]([O-])c1ccc(Nc2ccccc2O)c([N+](=O)[O-])c1,-6.422,-4.070789195577563
[O-][NH+](O)c1ccc(Nc2ccccc2O)c([NH+]([O-])O)c1,-6.422,-4.517399133263072
Cn1cc(CC2(O)C(=O)CC3C(O)COC32O)c2ccccc21,-6.42,-4.625967383382683
Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,-6.414,-4.924400162773363
CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,-6.388,-5.132634122337452
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,-6.386,-5.04923340217016
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,-6.382,-5.421452780876095
O=NN1CCS[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,-6.382,-6.16095975641322
CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,-6.38,-4.130951439717987
O=NN(CC(=O)O)CC1(O)CCC(O)C(O)C1O,-6.374,-5.172181638351847
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1,-6.367,-6.049053167895781
Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c1C2=O,-6.367,-6.347798217051933
CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,-6.356,-3.5512661378936117
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1CCCl,-6.349,-5.206946909126602
O=C1CC(=C(Cl)Cl)C(=O)N1,-6.344,-3.1169630458596718
C[C@H]1C[C@@H](C)C(=O)[C@@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C1,-6.333,-4.283597453870544
CC1CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(=O)C1=O,-6.333,-4.075036110348706
CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O,-6.329,-4.450093669442479
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,-6.319,-4.404071507594062
O=C1c2ccccc2C(=O)c2c1ccc([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O,-6.314,-6.4135824755991235
O=C1CN(N=Cc2ccc([NH+]([O-])O)o2)C(=O)N1,-6.295,-3.8760087154050806
C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](O)O[C@@H](O)[C@]3(C)C[C@H]12,-6.291,-4.036986098019101
CCC1(c2ccccc2)C(=O)NCNC1=O,-6.277,-3.7183142887913796
[O-][NH+](O)c1cccnc1O,-6.277,-3.0905237039562854
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21,-6.275,-5.291998702979042
O=[N+]([O-])c1ccc(C=NN2CCN=C2O)o1,-6.274,-3.884714011935471
COC(=O)C(=C\CO)/C=C(C)/C=C(C)/C=C/C=C(\C)C(=O)C12OC1C(O)(CCO)NC2=O,-6.272,-4.568810898599744
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,-6.262,-5.537139247728103
O=NN(CCc1c[nH]c2ccccc12)C1OCC(O)C(O)C1O,-6.261,-5.318027142365839
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-6.255,-5.650643525507173
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-6.234,-5.1911291296977495
N=c1ccn2c(n1)OC1C(O)C(CO)OC12,-6.23,-6.135743154942861
OC(CBr)C(O)C(O)C(O)CBr,-6.227,-4.018993829171739
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,-6.221,-5.4463949070012205
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCOC[C@H]2C#N)[C@H](O)[C@H](C)O1,-6.22,-6.120010765869452
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1COO,-6.219,-5.358327360738256
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,-6.214,-2.900398388572384
O=C1NC(=O)c2cc([NH+]([O-])O)ccc21,-6.214,-3.608350715767178
Nc1nc(O)c2nc(O)n(C3OC(CO)C(O)C3O)c2n1,-6.202,-5.36797646576382
Nc1ccc2c(=O)[nH]sc2c1,-6.199,-3.615787615979614
O=[N+]([O-])c1ccc2c(O)nsc2c1,-6.186,-3.2972580481826927
NC(CCC(=O)NC(CSC(=O)NCCO)C(=O)NCC(=O)O)C(=O)O,-6.18,-6.079988158747172
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C[C@H](N)[C@H]1O,-6.178,-6.277956614441056
CN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.176,-3.8686556890257027
CCC12OC1(C(=O)OC)C(=O)NC2(C)O,-6.166,-2.8135957188593874
CCCC(=O)c1c2cccc(O)c2c(O)c2c(O)cccc12,-6.16,-3.824314720096492
OCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-6.149,-6.161754735284109
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,-6.141,-4.572285168757373
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,-6.137,-4.661329428356921
COC(=O)[C@]12O[C@@]1(C)[C@](O)(C(C)C)NC2=O,-6.134,-3.3824540868958266
COc1cc(C)cc2c(O)c(-c3c(C)cc4c(O)ccc(O)c4c3OC)cc(O)c12,-6.128,-5.274223934845377
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,-6.128,-5.314190121819708
OC[C@H]1O[C@@H](n2cnc3c(NO)ncnc32)[C@H](O)[C@@H]1O,-6.124,-6.224229669493717
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.103,-6.84606270625004
Nc1c2ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.094,-3.9816115570434683
O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CO,-6.092,-5.107942273333926
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-6.085,-4.130951439717987
O=NN1CCCNC1=O,-6.085,-3.2157513826290796
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-6.084,-5.17485975279293
OC1C=Cc2ccc3c(sc4ccccc43)c2C1O,-6.083,-4.933666023051396
CCC1(O)CC(OC2CC(N)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,-6.076,-6.171159017112028
Cc1ccc([N+](=O)[O-])c2c(=NCCCN(C)C)c3ccccc3[nH]c12,-6.072,-3.895703703091582
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)CC(C)O1,-6.072,-5.717216599429754
Oc1ccc2ccc3c4c(cc5ccc1c2c53)C(O)C(O)C=C4,-6.067,-5.508860271486222
Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1,-6.061,-5.296622258237325
CC(C)(c1ccc(OP(O)O)cc1)c1ccc(OP(O)O)cc1,-6.056,-3.4290359096534684
O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12,-6.05,-4.813781337007441
CC(C)NC[C@@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,-6.045,-4.431220305628546
CN(C)CCCNc1c2ccccc2nc2ccccc12,-6.042,-4.343486273844633
O=NN1CCC(=O)NC1=O,-6.04,-3.0236247440374964
O=C1C=CC(=O)N1,-6.035,-2.8983441892665134
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C(OC1CC(N(C)C)C(O)C(C)O1)CC(O)(C(=O)CO)C3,-6.033,-6.133223343510306
COc1cc2c(cc1O)CC1c3c(cc(OC)c(O)c3-2)CC[N+]1(C)C,-6.025,-4.172318553696517
CC1(C)CC2C(O)(C=C(C=O)C34CC23C(=O)OC4O)C1,-6.023,-4.30754880393421
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,-6.019,-4.6303930746466495
Oc1ccc2ccc3c4c(ccc3c2c1)C(O)C(O)C=C4,-6.019,-4.856905909600785
CCCN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.012,-4.065294023153154
[O-][n+]1onc2c([NH+]([O-])O)ccc(N(CCO)CCO)c21,-6.005,-4.092622442272697
COC(=O)[C@]12O[C@@]1(C)[C@@](C)(O)NC2=O,-5.992,-3.0882022829840867
CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO,-5.991,-5.9318604656180955
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,-5.984,-5.219127604105331
O=C1C=CC(=O)c2c(O)cccc21,-5.984,-4.0739956820963785
CCc1cccc(CC)c1NC(=O)CO,-5.976,-3.671035064650234
CC=C(C=C(C)C=C(C)C=CC=C(C)C(=O)C12OC1C(O)(CCO)NC2=O)C(=O)OC,-5.974,-4.566475490512897
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-5.97,-5.024136405238124
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O,-5.97,-4.7368892496872075
CC[C@@]12O[C@]1(C(=O)OC)C(=O)N[C@]2(C)O,-5.966,-2.8135957188593874
C[C@H]1CN(N=O)C(=O)NC1=O,-5.961,-2.995020081444918
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,-5.957,-5.856585434364453
CN(C)CCCNc1c2ccccc2nc2c([N+](=O)[O-])cccc12,-5.955,-4.349537722247931
O=C1c2c(O)ccc(Cl)c2C(=O)c2c(O)ccc(Cl)c21,-5.952,-4.055599814526559
CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,-5.949,-5.021236746317831
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,-5.947,-5.171847073587001
O=C1NCNC(=O)N1,-5.943,-2.944559549632547
OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,-5.942,-5.421911373136313
CCOC(=O)N1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-5.941,-3.7718216037584287
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,-5.936,-4.875133056026607
[O-][n+]1cccc2c3c(ccc21)C(O)C(O)C1OC31,-5.936,-4.725254676989093
COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(=O)C2=O,-5.935,-4.8360596732027155
Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,-5.931,-4.856905909600785
CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCN(CC)CCCl)c2n1,-5.926,-4.646692857561253
NCCc1cc(O)c(O)cc1O,-5.922,-5.081740837658611
Cc1ccc(O)c(O)c1,-5.922,-4.286212275095902
Cc1c2cc(CO)ccc2nc2c3c(ccc12)C(O)C(O)C=C3,-5.909,-4.87060291630131
