Smiles,gcnscore
CCC(C(=O)Nc1cc(C(F)(F)F)ccc1Cl)n1c(N)nnc1SCc1ccccc1Cl,-7.757840633392334
CCCN(CCO)C(c1ccccc1Br)C([NH3+])CC,-5.211761951446533
Cc1cccc(C(N[NH3+])c2ccccc2C(F)(F)F)c1C,-8.086776733398438
CCC(C)(C(N)Cc1c[nH+]ccc1N)[NH+]1CCCCC1,-6.559182643890381
Cc1ccnc(NC(=O)CCC(=O)N(CC(=O)NC2CCCCC2)c2cccc(C(F)(F)F)c2)c1,-8.865253448486328
CC1CC1C(=O)Nc1cccc(C(=O)NCC(c2ccc(C(F)(F)F)cc2)N2CCOCC2)c1,-7.843759059906006
O=C(NC(c1ccccc1)c1cccc(OCc2ccc(C(=O)OCCCC[NH2+]CC(O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)c1)OC1C[NH+]2CCC1CC2,-9.22286605834961
CCN(CC)S(=O)(=O)c1ccc(Nc2ncnc(Nc3ccc(Cl)c(C(F)(F)F)c3)c2N)cc1,-7.56823205947876
CCC(CC(N)=[NH2+])NS(=O)(=O)c1ccc(F)cc1C,-6.842292308807373
CCCOc1cccc(C(=O)NC(=S)Nc2ccccc2C(=O)NC(C)C)c1,-7.952467441558838
CCN(CC)c1ccc(/C=N/Nc2nc(SCC(=O)Nc3cccc(Br)c3)n[nH]2)cc1,-7.886536598205566
COc1ccc(C(=O)NCC2OC(CC(=O)NCc3ccccn3)C(O)C2O)cc1,-6.900681495666504
CC/C(=N\Nc1nnc(SCC(=O)Nc2cc(Cl)ccc2C)n1N)c1ccccc1,-7.355897426605225
CCC(C)C(NC(=O)OC(C)(C)C)C(=O)NCC1CCC(C(=O)NC(CCSC)C(=O)[O-])CC1,-6.111922740936279
O=C(c1ccc(F)cc1)C1CC[NH+](CC(O)COc2cccc3[nH]c4ccccc4c23)CC1,-8.592819213867188
CCC(CC)C([NH3+])C1C(NC(=O)OC(C)(C)C)CC(C(=O)OC)C1O,-4.332162380218506
CCc1ccc2[nH]c(=O)c(CN(CC[NH+](CC)CC)C(=S)NCCC[NH+]3CCOCC3)cc2c1,-8.30704116821289
[NH3+]C1CCC(C[NH2+]Cc2sccc2Br)CC1,-7.6550140380859375
Brc1ccc(-c2c[nH]c(C3COCCN3)n2)s1,-7.911116123199463
CC(C)c1ccc(N(CC(=O)NC(C)(C)C)C(=O)c2snc(C(=O)NC3CCCCC3)c2N)cc1,-7.042374134063721
COCCNC(=S)NNC(=O)c1cc2n(n1)C(C(F)(F)C(F)(F)F)CC(C)N2,-7.8576788902282715
O=C(CCCC(=O)Nc1ccccc1C(=O)NC1CCCCC1)Nc1ccccc1C(=O)NC1CCCCC1,-7.515711307525635
CCOC(=O)c1ccccc1Nc1ncnc(NC(c2ccccc2)c2ccccc2)c1N,-8.370585441589355
CCOC(=O)C1C2=C(CCCC2)SC1NC(=O)C(CC)Sc1nc(N)cc(=O)[nH]1,-6.418674468994141
COC(=O)c1cc(Nc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2N)cc(C(=O)OC)c1,-7.999235153198242
Cc1ccc(CNC(=O)CSc2nc3c(c(C(F)(F)F)c2C#N)CCCCCC3)cc1,-8.620777130126953
C=CCOCC(O)CN(Cc1c(CC)nn(-c2ccccc2)c1Oc1ccc(F)cc1)CC1CCCO1,-7.205575466156006
CCOC(=O)c1ccccc1NC(=S)NC(NC(=O)c1ccccc1F)C(Cl)(Cl)Cl,-8.372735977172852
Cc1cc(C)cc(OCc2nnc(SCC(=O)NC(c3ccc(F)cc3)c3cccs3)n2N)c1,-8.77563190460205
CCOc1cc(CNCC[NH+](CC)CC)cc(Br)c1OCC(N)=O,-7.127485275268555
CC(C)(C)c1ccc(C(=O)[N-]C(=S)NNC(=O)c2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2)cc1,-8.77448844909668
COc1cccc(/C=N/Nc2nc(SCC(=O)Nc3ccc(C)cc3F)n[nH]2)c1O,-7.798984527587891
CCOc1cc(/C=N/NC(=O)C(=O)NCc2ccccc2)cc(Br)c1OCC(=O)Nc1c(C)cccc1C,-8.887690544128418
CCC(C)NC(=O)c1cc2ccc(OC(=O)/C=C/c3ccc(C(C)C)cc3)cc2oc1=O,-7.8738532066345215
N#C/N=C(/Nc1ccc(I)cc1)Nc1ccc(CC[NH2+]CC(O)c2cccnc2)cc1,-9.448166847229004
COC12CCCCC1c1ccccc1/C2=N/OCC(O)C[NH2+]C(C)C,-7.2965593338012695
CC(C1CC1)[NH+](CC(=O)Nc1sc2c(c1C(N)=O)CCC2)Cc1ccccc1,-7.633336544036865
CC(CO)C(C)NC(=O)C1CN(C(=O)OC(C)(C)C)CC1C(=O)NC(C)C(C)CO,-4.923044204711914
NS(=O)(=O)CCCNc1[nH+]ccc2sccc12,-7.567080020904541
O=C(NCCN1CCOCC1)c1coc(C[NH+](CCc2c[nH]c3ccccc23)Cc2cccc(F)c2)n1,-8.6613187789917
CC1=C(C(=O)Nc2ccccc2C)C(c2cccs2)n2c(s/c(=C/c3ccc(COc4ccc(F)cc4F)o3)c2=O)=N1,-8.428385734558105
Cc1cc(C(Cc2ccc(Cl)cc2Cl)N[NH3+])sc1C,-6.864634037017822
COCCNC(=O)C(c1ccc(C)o1)N(C(=O)c1snc(C(N)=O)c1N)c1cc(OC)ccc1OC,-6.964810848236084
CN(C(=O)CCC1CCCCC1)C(C(=O)NC(C)(C)CC(C)(C)C)c1c(O)cc(O)cc1O,-6.928300380706787
O=C(CCSCCC(=O)NCc1nc2ccccc2[nH]1)NCc1nc2ccccc2[nH]1,-7.270969867706299
CCC1(C)CC([NH2+]CC2CCCC2CO)CCO1,-6.002381801605225
CCC1CCC(NC(=O)NC2CCOC2)(C(N)=[NH2+])CC1,-6.988433361053467
Cc1ccc(C(C(=O)NC(C)(C)C)N(Cc2ccc(F)cc2)C(=O)c2snc(C(N)=O)c2N)cc1,-7.96132230758667
CC(C)Cn1c(CCC(N)=O)nnc1SCc1nc(N)c2ccccc2n1,-7.165231704711914
O=C(CCC1CNC(=O)C2CC(NC(=S)Nc3ccc(Cl)cc3)C[NH+]12)NCc1cccnc1,-8.494488716125488
