FP_type,split_type,type,num_of_compounds,rmse,r2,mae,seed
ECFP4,random,tr,525,0.8010096189824579,0.6896322209867358,0.6026856124594675,0
ECFP4,random,va,525,1.1532594148410094,0.2860603980753681,0.9417565549223705,0
ECFP4,random,te,525,1.0753483771115113,0.3275965965344797,0.8105441295806253,0
ECFP4,random,tr,525,0.7944074848880313,0.7066012804211845,0.6022367777184809,1
ECFP4,random,va,525,1.0624992155425188,0.26540985249115856,0.7943743617608203,1
ECFP4,random,te,525,0.9577680433688072,0.4573122877645771,0.7759361218348131,1
ECFP4,random,tr,525,0.767510982629774,0.7115308736475413,0.5862351714506743,2
ECFP4,random,va,525,0.9247682185575917,0.4314758432104838,0.6765774549166877,2
ECFP4,random,te,525,1.3807807387277764,0.2729818681803363,0.9788309573138716,2
ECFP4,random,tr,525,0.7806418802699235,0.7058020949358457,0.5861883352870693,3
ECFP4,random,va,525,1.0392859672500179,0.38649541901683915,0.8669054012683483,3
ECFP4,random,te,525,1.205066258015622,0.31359869153969167,0.9086250221438567,3
ECFP4,random,tr,525,0.7518284070319581,0.7202460156374653,0.5775958685531092,4
ECFP4,random,va,525,1.2951975099320845,0.2951738751720614,0.9929578544995288,4
ECFP4,random,te,525,1.214331220881588,0.19074276467981977,0.8773103329978882,4
ECFP4,random,tr,525,0.7732256108675735,0.7147736907979281,0.5731687080817454,5
ECFP4,random,va,525,1.3475560868034395,0.16933231523665937,1.0817819832442392,5
ECFP4,random,te,525,0.9819601318248986,0.3649235941818849,0.7699377447801864,5
ECFP4,random,tr,525,0.7920437089816889,0.6899119590433821,0.5978713207257437,6
ECFP4,random,va,525,1.173705209843044,0.3207419253279066,0.8118158416553483,6
ECFP4,random,te,525,1.1282206565310042,0.42681177426611794,0.9191176654789142,6
ECFP4,random,tr,525,0.7618169934839958,0.7100787865774376,0.57395173782624,7
ECFP4,random,va,525,1.3050675226147264,0.1818297226391683,0.9699316317877452,7
ECFP4,random,te,525,1.1542116469800938,0.3742962555915419,0.9099637496169148,7
ECFP4,random,tr,525,0.7563530899874972,0.7105605725085213,0.578594750731529,8
ECFP4,random,va,525,1.3588488335640951,0.21559757390325407,1.0115241195489704,8
ECFP4,random,te,525,1.1762833048977879,0.3749418152489329,0.8753527493248435,8
ECFP4,random,tr,525,0.7730417527482095,0.7144395897689485,0.5878131205409173,9
ECFP4,random,va,525,1.0325313042038882,0.2689506305844305,0.7759732629291785,9
ECFP4,random,te,525,1.3103851413603043,0.23549087110772415,0.878259855039131,9
