FP_type,split_type,type,num_of_compounds,alpha,rmse,r2,mae
ECFP4,random,tr,525,3.1075195778644433,0.8010096189824579,0.6896322209867358,0.6026856124594675
ECFP4,random,va,525,3.1075195778644433,1.1532594148410094,0.2860603980753681,0.9417565549223705
ECFP4,random,te,525,3.1075195778644433,1.0753483771115113,0.3275965965344797,0.8105441295806253
