rmse,mae,r2,type,split,model,seed
2.4761064271932742,2.1698527,-2.0669501423584924,tr,random,gat,0
2.5557802995275485,2.221559,-1.749066145196461,va,random,gat,0
2.8724377036249287,2.514252,-3.2867223359361812,te,random,gat,0
2.866347187189606,2.5748186,-3.109847772432298,tr,random,gat,1
2.9855505740012904,2.7169557,-2.7513453210844063,va,random,gat,1
3.2968799175207697,2.9564018,-4.647163803236822,te,random,gat,1
3.6685231595201953,3.4241529,-5.732101707785828,tr,random,gat,2
3.668626232756472,3.4481635,-4.664285350547439,va,random,gat,2
4.076903880202853,3.8255582,-7.635451608247365,te,random,gat,2
0.1541766652095405,0.11526867,0.9881093549276391,tr,random,gat,3
1.3768767640063138,1.0433571,0.20213700491694753,va,random,gat,3
1.7070020590235087,1.2001085,-0.5138826034076704,te,random,gat,3
2.4933015730903874,2.2088788,-2.109694681998602,tr,random,gat,4
2.660149169553949,2.3796067,-1.9781749235381088,va,random,gat,4
2.9004524404187118,2.5441413,-3.3707466463802707,te,random,gat,4
0.592429273263101,0.48164105,0.8244336936865436,tr,random,gat,5
1.295990791853229,0.91192234,0.2931259366665969,va,random,gat,5
1.445357368391389,1.0707628,-0.0853618743923572,te,random,gat,5
2.302823725836211,1.9340016,-1.652708587795681,tr,random,gat,6
2.425070150088265,2.0477505,-1.4750658767090563,va,random,gat,6
2.677124310092042,2.2244856,-2.723584252479548,te,random,gat,6
0.7662384922849893,0.62266773,0.7063053406733417,tr,random,gat,7
1.3034364104100613,0.9560508,0.2849805268456542,va,random,gat,7
1.4345512830330374,1.089083,-0.06919339429696847,te,random,gat,7
4.562303094664787,4.403353,-9.412054275346522,tr,random,gat,8
4.724236336813015,4.5914063,-8.392936092136873,va,random,gat,8
5.001281764724032,4.8414297,-11.995312617010853,te,random,gat,8
1.9361602704292578,1.6172533,-0.8752135281731848,tr,random,gat,9
2.01881192233422,1.5638554,-0.7152599587559452,va,random,gat,9
2.1951123346593637,1.8734862,-1.50344242935051,te,random,gat,9
